ID,true_data,16000,5000,8000
537,22.13699913,22.8603363,21.94376946,21.9616642
538,22.54000092,23.26510429,21.5942173,22.20550919
539,21.33300018,24.244627,22.32789993,21.8237114
540,21.5739994,21.30563736,21.45097923,20.84420013
541,21.49300003,22.32945061,21.06895256,20.5055809
542,20.6079998,22.24570656,21.55656433,20.46987343
543,22.37899971,21.17291451,20.62730217,20.24856186
544,21.81599998,20.9739418,20.43276024,20.18970871
545,20.85000038,21.13286209,20.2142067,20.16617584
546,21.0909996,20.68995857,20.13931465,20.04458046
547,21.17099953,20.6255703,19.82057762,19.77101898
548,21.33300018,20.55814743,19.55166817,19.45768738
549,20.20499992,20.51232719,19.20325279,19.22546768
550,19.23999977,19.56065369,18.93281746,18.98718643
551,19.39999962,19.3621254,18.62153435,18.62824821
552,19.56200027,19.36089897,18.31472015,18.17058182
553,18.91699982,19.00245857,17.95581818,17.73526001
554,18.59499931,18.91106606,17.601017,17.39453125
555,18.51499939,18.67853165,17.24722862,17.15328217
556,18.59499931,18.58625412,16.94495583,17.03913307
557,18.11199951,18.39362526,16.70996094,17.02541733
558,18.91699982,18.38388252,16.58252144,17.07389259
559,17.87100029,18.25861931,16.57982063,17.16998863
