,true_data,pre_data
0,33.3269996643,24.2680168152
1,34.2929992676,24.3758678436
2,33.6489982605,24.4738101959
3,34.6150016785,24.5814685822
4,35.2589988708,24.6793060303
5,36.547000885,24.7868385315
6,36.9500007629,24.8842391968
7,37.8349990845,24.9911518097
8,37.6739997864,25.0882949829
9,34.7760009766,25.1951179504
10,27.2889995575,25.2922286987
11,25.4379997253,25.3989696503
12,25.3579998016,25.4958457947
13,25.5990009308,25.602394104
14,28.0939998627,25.6992530823
15,28.9799995422,25.8057918549
16,31.0729999542,25.9026584625
17,30.5900001526,26.0091991425
18,32.0390014648,26.1060295105
19,31.2339992523,26.2124385834
20,31.6359996796,26.3188457489
21,32.4410018921,26.4155273438
22,30.9120006561,26.521894455
23,30.3479995728,26.6185855865
24,31.5559997559,26.7249507904
25,31.4759998322,26.8216457367
26,32.2000007629,26.9279842377
27,31.5559997559,27.0246448517
28,32.361000061,27.1309776306
29,32.9239997864,27.2276535034
30,33.2459983826,27.3339977264
31,32.763999939,27.4306755066
32,32.1189994812,27.5370121002
33,31.716999054,27.6336612701
34,27.6919994354,27.7399311066
35,25.517999649,27.836523056
36,25.7600002289,27.9428730011
37,27.0480003357,28.0395889282
38,27.2089996338,28.1459732056
39,27.6919994354,28.2523517609
40,28.5769996643,28.3490505219
41,28.658000946,28.4553947449
42,29.3819999695,28.5520648956
43,29.8649997711,28.658411026
44,29.8649997711,28.7550830841
45,28.5769996643,28.8614253998
46,28.1749992371,28.9580974579
47,27.3700008392,29.0644435883
48,26.8059997559,29.1611194611
49,25.0349998474,29.2675037384
50,24.7129993439,29.3642101288
51,23.5869998932,29.470582962
52,23.0230007172,29.5672874451
53,21.6539993286,29.6736660004
54,19.5620002747,29.770368576
55,22.1369991302,29.8767433167
56,21.4930000305,29.973449707
57,22.7810001373,30.0798206329
58,22.6210002899,20.6091403961
59,22.7810001373,20.7164478302
60,22.4589996338,20.8137798309
61,20.2049999237,20.9206218719
62,20.4470005035,21.0176753998
63,19.8829994202,21.1243419647
64,20.125,21.2213230133
65,19.8829994202,21.3280315399
66,19.6420001984,21.4250621796
67,18.9169998169,21.5318050385
68,19.3199996948,21.6288261414
69,20.125,21.7354927063
70,18.6760005951,21.8324642181
71,19.3199996948,21.9390773773
72,18.5149993896,22.0359840393
73,17.7910003662,22.1427669525
74,17.2269992828,22.2399177551
75,17.4689998627,22.3468608856
76,17.0659999847,22.4440574646
77,16.6630001068,22.5509757996
78,15.6979999542,22.6578807831
79,15.2950000763,22.7548942566
80,15.5360002518,22.8615837097
81,15.6169996262,22.9585819244
82,16.422000885,23.065279007
83,17.3880004883,23.162279129
84,17.6289997101,23.2689437866
85,18.7569999695,23.3658428192
86,20.0450000763,23.4724330902
87,21.3330001831,23.5693798065
88,21.5739994049,23.6760234833
89,22.218000412,23.7729320526
90,25.2770004272,23.8795166016
91,28.3360004425,23.9762935638
92,30.6700000763,24.0827255249
93,31.7980003357,24.1797351837
94,32.361000061,24.286441803
95,32.84400177,24.3834495544
96,32.6030006409,24.4902133942
97,32.6030006409,24.5969829559
98,32.9239997864,24.6939067841
99,34.0509986877,24.8005447388
100,34.3740005493,24.8974933624
101,33.6489982605,25.0039539337
102,35.1790008545,25.1007099152
103,36.063999176,25.2069568634
104,35.7420005798,25.3035182953
105,33.8100013733,25.409696579
106,26.5650005341,25.5061721802
107,24.4720001221,25.6121692657
108,24.1499996185,25.7087230682
109,24.875,25.8149662018
110,26.0820007324,25.9115924835
111,28.1749992371,26.0178890228
112,28.9799995422,26.1145057678
113,30.3479995728,26.2207717896
114,30.9930000305,26.3173675537
115,30.9120006561,26.423620224
116,31.0729999542,26.5298538208
117,29.8649997711,26.6264076233
118,30.4290008545,26.7326145172
119,30.5100002289,26.8291721344
120,31.0729999542,26.935377121
121,30.5100002289,27.031917572
122,32.1189994812,27.1381244659
123,31.2339992523,27.2346229553
