,true_data,pre_data
0,33.3269996643,26.7626190186
1,34.2929992676,26.9939002991
2,33.6489982605,27.2037181854
3,34.6150016785,27.4339504242
4,35.2589988708,27.6425132751
5,36.547000885,27.8701915741
6,36.9500007629,28.0742702484
7,37.8349990845,28.2852611542
8,37.6739997864,28.3533382416
9,34.7760009766,28.3742809296
10,27.2889995575,28.38123703
11,25.4379997253,28.3856868744
12,25.3579998016,28.3873767853
13,25.5990009308,28.388376236
14,28.0939998627,28.3888683319
15,28.9799995422,28.389383316
16,31.0729999542,28.3897609711
17,30.5900001526,28.3881874084
18,32.0390014648,28.3867435455
19,31.2339992523,28.3846416473
20,31.6359996796,28.3823509216
21,32.4410018921,28.3799743652
22,30.9120006561,28.3772945404
23,30.3479995728,28.3747882843
24,31.5559997559,28.3720359802
25,31.4759998322,28.3695373535
26,32.2000007629,28.3667850494
27,31.5559997559,28.3642749786
28,32.361000061,28.3614826202
29,32.9239997864,28.3589191437
30,33.2459983826,28.3561038971
31,32.763999939,28.3534851074
32,32.1189994812,28.3505039215
33,31.716999054,28.3477916718
34,27.6919994354,28.3448085785
35,25.517999649,28.3420963287
36,25.7600002289,28.3391208649
37,27.0480003357,28.3364124298
38,27.2089996338,28.3334369659
39,27.6919994354,28.3304405212
40,28.5769996643,28.3277072906
41,28.658000946,28.3246955872
42,29.3819999695,28.3219623566
43,29.8649997711,28.3189601898
44,29.8649997711,28.3162307739
45,28.5769996643,28.31316185
46,28.1749992371,28.3103713989
47,27.3700008392,28.3073062897
48,26.8059997559,28.3045139313
49,25.0349998474,28.3014469147
50,24.7129993439,28.298658371
51,23.5869998932,28.2955875397
52,23.0230007172,28.2928028107
53,21.6539993286,28.2897319794
54,19.5620002747,28.2869510651
55,22.1369991302,28.2838916779
56,21.4930000305,28.2811222076
57,22.7810001373,28.2779693604
58,22.6210002899,18.7675571442
59,22.7810001373,18.9955501556
60,22.4589996338,19.2023067474
61,20.2049999237,19.4289226532
62,20.4470005035,19.6347255707
63,19.8829994202,19.8602428436
64,20.125,20.0648918152
65,19.8829994202,20.2870483398
66,19.6420001984,20.4885730743
67,18.9169998169,20.7102470398
68,19.3199996948,20.9116439819
69,20.125,21.1309165955
70,18.6760005951,21.3298549652
71,19.3199996948,21.548664093
72,18.5149993896,21.747543335
73,17.7910003662,21.9663467407
74,17.2269992828,22.1652240753
75,17.4689998627,22.3840084076
76,17.0659999847,22.5830154419
77,16.6630001068,22.8019237518
78,15.6979999542,23.0208377838
79,15.2950000763,23.2198886871
80,15.5360002518,23.4388790131
81,15.6169996262,23.6379203796
82,16.422000885,23.8567810059
83,17.3880004883,24.055727005
84,17.6289997101,24.2744884491
85,18.7569999695,24.4733715057
86,20.0450000763,24.6921443939
87,21.3330001831,24.8910312653
88,21.5739994049,25.1098060608
89,22.218000412,25.3071174622
90,25.2770004272,25.5234928131
91,28.3360004425,25.7190570831
92,30.6700000763,25.9333190918
93,31.7980003357,26.1280384064
94,32.361000061,26.3417625427
95,32.84400177,26.5358810425
96,32.6030006409,26.7484664917
97,32.6030006409,26.9605121613
98,32.9239997864,27.1531925201
99,34.0509986877,27.3616352081
100,34.3740005493,27.5457668304
101,33.6489982605,27.7118453979
102,35.1790008545,27.7719326019
103,36.063999176,27.7745723724
104,35.7420005798,27.7758159637
105,33.8100013733,27.777179718
106,26.5650005341,27.77850914
107,24.4720001221,27.7793502808
108,24.1499996185,27.7793960571
109,24.875,27.779340744
110,26.0820007324,27.7793521881
111,28.1749992371,27.7793655396
112,28.9799995422,27.7792739868
113,30.3479995728,27.7787036896
114,30.9930000305,27.7781867981
115,30.9120006561,27.7775669098
116,31.0729999542,27.776342392
117,29.8649997711,27.7751159668
118,30.4290008545,27.773733139
119,30.5100002289,27.7724285126
120,31.0729999542,27.7709102631
121,30.5100002289,27.7695064545
122,32.1189994812,27.7679615021
123,31.2339992523,27.7664260864
124,30.9120006561,27.7645702362
125,30.9120006561,27.7627277374
126,32.0390014648,27.7606658936
127,30.267999649,27.7583141327
128,30.0259990692,27.7557315826
129,29.4629993439,27.7536373138
130,26.2430000305,27.7514057159
131,25.5990009308,27.749382019
132,26.6459999084,27.7471542358
133,27.2889995575,27.7451267242
134,26.4039993286,27.7424602509
135,27.1280002594,27.7382278442
136,28.5769996643,27.7343902588
137,28.4969997406,27.7300815582
138,28.8190002441,27.7260532379
139,28.8990001678,27.7215976715
140,28.9799995422,27.7175445557
141,27.8530006409,27.7129039764
142,27.3700008392,27.7085323334
143,26.5650005341,27.7037239075
144,25.6800003052,27.6993503571
145,24.311000824,27.6945419312
146,23.263999939,27.6901702881
147,23.263999939,27.6856441498
148,21.8159999847,27.6816806793
149,20.4470005035,27.6773529053
150,18.9979991913,27.6734390259
151,20.6879997253,27.6691379547
152,20.6879997253,27.66522789
153,21.0100002289,27.6606426239
154,20.9300003052,18.6585025787
155,19.8829994202,18.8868408203
156,20.0450000763,19.0939807892
157,19.1590003967,19.3211727142
158,19.3999996185,19.5274963379
159,18.5149993896,19.7536773682
160,19.4810009003,19.9574966431
161,18.9169998169,20.1795597076
162,19.1590003967,20.3803920746
163,18.8369998932,20.6013088226
164,18.3540000916,20.8020496368
165,17.8710002899,21.0213508606
166,18.2740001678,21.2203540802
167,18.8369998932,21.4392642975
168,17.3880004883,21.6382656097
169,16.7439994812,21.857175827
170,17.0659999847,22.0562038422
171,16.986000061,22.275226593
172,16.6630001068,22.4743862152
173,16.1809997559,22.6934509277
174,16.8239994049,22.9124126434
175,16.3409996033,23.1114654541
176,17.2269992828,23.3304214478
177,16.6630001068,23.5294780731
178,17.7099990845,23.7484378815
179,17.5489997864,23.9474887848
180,18.7569999695,24.1664180756
181,19.2399997711,24.3654384613
182,20.0450000763,24.5842685699
183,20.125,24.7829990387
184,20.2859992981,25.0013065338
185,20.6079998016,25.1987552643
186,23.5869998932,25.4156417847
187,26.6459999084,25.6127128601
188,27.2889995575,25.827917099
189,28.658000946,26.0210914612
190,29.1410007477,26.233587265
191,29.7049999237,26.4267158508
192,30.107000351,26.6390514374
193,30.5900001526,26.8512916565
194,30.4290008545,27.0440769196
195,31.313999176,27.2561435699
196,32.2000007629,27.4479904175
197,31.7980003357,27.638961792
198,33.4879989624,27.6881351471
199,33.3269996643,27.6881389618
200,33.1660003662,27.6876850128
201,31.5559997559,27.6871948242
202,25.2770004272,27.6867465973
203,22.5400009155,27.6862754822
204,22.6210002899,27.6857185364
205,23.4249992371,27.684671402
206,23.0230007172,27.6836948395
207,25.1959991455,27.682554245
208,26.4039993286,27.6815166473
209,28.1749992371,27.6803760529
210,28.658000946,27.6793384552
211,28.2549991608,27.6782169342
212,29.1410007477,27.6771068573
213,28.4169998169,27.6760978699
214,28.5769996643,27.6746845245
215,28.013999939,27.6730556488
216,28.4169998169,27.6712207794
217,27.8530006409,27.6694736481
218,28.658000946,27.6675701141
219,28.9799995422,27.6658420563
220,29.7849998474,27.6639442444
221,29.3819999695,27.6622257233
222,29.2220001221,27.6603374481
223,29.0599994659,27.6585063934
224,29.3020000458,27.6561279297
225,28.4969997406,27.6539669037
226,26.0009994507,27.6515865326
227,24.7940006256,27.6494197845
228,25.5990009308,27.6470432281
229,24.3920001984,27.6448497772
230,23.7469997406,27.6423931122
231,24.311000824,27.6399250031
232,25.0349998474,27.6375484467
233,25.2770004272,27.6335868835
234,26.3229999542,27.6293697357
235,26.0009994507,27.6247348785
236,26.4039993286,27.6205177307
237,25.3579998016,27.6158733368
238,24.7129993439,27.611623764
239,23.827999115,27.6065979004
240,22.8619995117,27.6020202637
241,21.8159999847,27.5969829559
242,21.2520008087,27.5924053192
243,20.6079998016,27.5873737335
244,19.8829994202,27.582698822
245,18.8369998932,27.5775585175
246,17.7910003662,27.5728931427
247,18.2740001678,27.5677509308
248,19.6420001984,27.5630836487
249,19.5620002747,27.5579452515
250,19.1590003967,18.165643692
251,19.3999996185,18.3981761932
252,18.4340000153,18.6093349457
253,18.4340000153,18.8415851593
254,18.5149993896,19.0527553558
255,18.2740001678,19.2851467133
256,17.3880004883,19.4964141846
257,17.1459999084,19.7288455963
258,16.7439994812,19.9400806427
259,16.6630001068,20.1724224091
260,17.0659999847,20.3836460114
261,17.3069992065,20.6159877777
262,18.1119995117,20.8272190094
263,17.4689998627,21.0595703125
264,17.0659999847,21.2709331512
265,16.1809997559,21.503446579
266,16.422000885,21.7148227692
267,14.8120002747,21.9473400116
268,15.4560003281,22.1586990356
269,14.9729995728,22.3911914825
270,15.4560003281,22.6236667633
271,15.1339998245,22.8350048065
272,15.6169996262,23.0674800873
273,15.7779998779,23.2788200378
274,15.6979999542,23.5112953186
275,17.4689998627,23.7226333618
276,18.3540000916,23.9551105499
277,20.2049999237,24.1664524078
278,20.6079998016,24.3989238739
279,20.3659992218,24.6102676392
280,20.6879997253,24.8427410126
281,21.3330001831,25.0540847778
282,25.4379997253,25.2865581512
283,29.1410007477,25.4978981018
284,29.7849998474,25.7303733826
285,31.8780002594,25.9417133331
286,33.1660003662,26.1741867065
287,32.84400177,26.3855304718
288,32.9239997864,26.6180019379
289,34.7760009766,26.8504772186
290,34.5349998474,27.0618171692
291,36.1450004578,27.2942714691
292,36.3860015869,27.5051765442
293,37.0299987793,27.735376358
294,37.2709999084,27.9442481995
295,38.1570014954,28.1728057861
296,39.4449996948,28.2730522156
297,36.6269989014,28.285074234
298,29.7849998474,28.292552948
299,26.7259998322,28.3007793427
300,26.7259998322,28.3064746857
301,28.3360004425,28.3110179901
302,28.5769996643,28.3143177032
303,31.6359996796,28.3166542053
304,32.2000007629,28.3178310394
305,32.763999939,28.3182067871
306,34.9370002747,28.31782341
307,34.4539985657,28.3169841766
308,34.0509986877,28.3156147003
