,true_data,pre_data
0,33.3269996643,24.2775497437
1,34.2929992676,24.3853759766
2,33.6489982605,24.4834365845
3,34.6150016785,24.5911331177
4,35.2589988708,24.6887130737
5,36.547000885,24.7959861755
6,36.9500007629,24.893415451
7,37.8349990845,25.0004901886
8,37.6739997864,25.097820282
9,34.7760009766,25.2048721313
10,27.2889995575,25.3021907806
11,25.4379997253,25.4090766907
12,25.3579998016,25.5061721802
13,25.5990009308,25.6129550934
14,28.0939998627,25.7100372314
15,28.9799995422,25.8168315887
16,31.0729999542,25.913892746
17,30.5900001526,26.0205612183
18,32.0390014648,26.1175308228
19,31.2339992523,26.2242031097
20,31.6359996796,26.33086586
21,32.4410018921,26.4278526306
22,30.9120006561,26.5345039368
23,30.3479995728,26.6314468384
24,31.5559997559,26.7380905151
25,31.4759998322,26.8350372314
26,32.2000007629,26.9416751862
27,31.5559997559,27.0386238098
28,32.361000061,27.1452713013
29,32.9239997864,27.2422351837
30,33.2459983826,27.348865509
31,32.763999939,27.4457893372
32,32.1189994812,27.5524120331
33,31.716999054,27.6493415833
34,27.6919994354,27.7559623718
35,25.517999649,27.8529872894
36,25.7600002289,27.959733963
37,27.0480003357,28.0567131042
38,27.2089996338,28.1633872986
39,27.6919994354,28.2700576782
40,28.5769996643,28.3670310974
41,28.658000946,28.4737033844
42,29.3819999695,28.5706729889
43,29.8649997711,28.6773071289
44,29.8649997711,28.7742481232
45,28.5769996643,28.8808860779
46,28.1749992371,28.9778232574
47,27.3700008392,29.0844612122
48,26.8059997559,29.1814002991
49,25.0349998474,29.2880344391
50,24.7129993439,29.3849716187
51,23.5869998932,29.4916038513
52,23.0230007172,29.5885372162
53,21.6539993286,29.6951637268
54,19.5620002747,29.7921047211
55,22.1369991302,29.898733139
56,21.4930000305,29.9956741333
57,22.7810001373,30.1023139954
58,22.6210002899,20.6099891663
59,22.7810001373,20.7173786163
60,22.4589996338,20.8146095276
61,20.2049999237,20.9213790894
62,20.4470005035,21.0184879303
63,19.8829994202,21.1253738403
64,20.125,21.2225646973
65,19.8829994202,21.329536438
66,19.6420001984,21.4267692566
67,18.9169998169,21.5337219238
68,19.3199996948,21.630947113
69,20.125,21.7378864288
70,18.6760005951,21.8350696564
71,19.3199996948,21.9419059753
72,18.5149993896,22.0390281677
73,17.7910003662,22.1459693909
74,17.2269992828,22.2433395386
75,17.4689998627,22.350440979
76,17.0659999847,22.4478588104
77,16.6630001068,22.5550193787
78,15.6979999542,22.6620616913
79,15.2950000763,22.7592792511
80,15.5360002518,22.8662147522
81,15.6169996262,22.963432312
82,16.422000885,23.0703811646
83,17.3880004883,23.1675605774
84,17.6289997101,23.2743530273
85,18.7569999695,23.3714179993
86,20.0450000763,23.4781646729
87,21.3330001831,23.5751991272
88,21.5739994049,23.6819381714
89,22.218000412,23.7789707184
90,25.2770004272,23.8857021332
91,28.3360004425,23.9827213287
92,30.6700000763,24.089422226
93,31.7980003357,24.1864204407
94,32.361000061,24.2931175232
95,32.84400177,24.3902130127
96,32.6030006409,24.4969863892
97,32.6030006409,24.6037406921
98,32.9239997864,24.7007446289
99,34.0509986877,24.8074111938
100,34.3740005493,24.9043712616
101,33.6489982605,25.0109119415
102,35.1790008545,25.1077136993
103,36.063999176,25.214214325
104,35.7420005798,25.3110313416
105,33.8100013733,25.4175262451
106,26.5650005341,25.5142326355
107,24.4720001221,25.6205253601
108,24.1499996185,25.7171211243
109,24.875,25.8233661652
110,26.0820007324,25.9199581146
111,28.1749992371,26.0261936188
112,28.9799995422,26.1227836609
113,30.3479995728,26.2290802002
114,30.9930000305,26.3257064819
115,30.9120006561,26.432138443
116,31.0729999542,26.5386695862
117,29.8649997711,26.6355209351
