,true_data,pre_data
0,33.3269996643,27.5819454193
1,34.2929992676,31.6251106262
2,33.6489982605,33.9755439758
3,34.6150016785,34.8873176575
4,35.2589988708,35.3491134644
5,36.547000885,35.613117218
6,36.9500007629,35.6887550354
7,37.8349990845,35.9001464844
8,37.6739997864,34.8497772217
9,34.7760009766,31.1750736237
10,27.2889995575,25.8684310913
11,25.4379997253,24.705072403
12,25.3579998016,24.7121524811
13,25.5990009308,25.8541584015
14,28.0939998627,27.3026103973
15,28.9799995422,29.3694782257
16,31.0729999542,30.624288559
17,30.5900001526,31.5127315521
18,32.0390014648,31.8121471405
19,31.2339992523,31.9419498444
20,31.6359996796,32.0462875366
21,32.4410018921,31.9070491791
22,30.9120006561,31.9957065582
23,30.3479995728,31.7554912567
24,31.5559997559,31.823759079
25,31.4759998322,31.5383281708
26,32.2000007629,31.5710277557
27,31.5559997559,31.2679767609
28,32.361000061,31.2617378235
29,32.9239997864,30.9589996338
30,33.2459983826,30.915599823
31,32.763999939,30.6234703064
32,32.1189994812,30.5466346741
33,31.716999054,30.2697925568
34,27.6919994354,30.1644802094
35,25.517999649,29.9041976929
36,25.7600002289,29.7760162354
37,27.0480003357,29.5316867828
38,27.2089996338,29.3860282898
39,27.6919994354,29.152349472
40,28.5769996643,27.7701015472
41,28.658000946,26.7753887177
42,29.3819999695,27.9075145721
43,29.8649997711,28.2445316315
44,29.8649997711,27.6243419647
45,28.5769996643,27.4644451141
46,28.1749992371,26.8081645966
47,27.3700008392,26.2558097839
48,26.8059997559,25.2258319855
49,25.0349998474,24.2048130035
50,24.7129993439,23.0254383087
51,23.5869998932,22.1269397736
52,23.0230007172,21.4231262207
53,21.6539993286,21.143239975
54,19.5620002747,21.1507396698
55,22.1369991302,21.4177494049
56,21.4930000305,21.6330051422
57,22.7810001373,21.7944393158
58,22.6210002899,22.3792858124
59,22.7810001373,21.6292495728
60,22.4589996338,22.0788898468
61,20.2049999237,21.4485721588
62,20.4470005035,21.5663776398
63,19.8829994202,21.5333003998
64,20.125,21.2790660858
65,19.8829994202,21.1378955841
66,19.6420001984,20.978395462
67,18.9169998169,20.8005008698
68,19.3199996948,20.5947475433
69,20.125,20.3043422699
70,18.6760005951,20.005027771
71,19.3199996948,19.6249904633
72,18.5149993896,19.2509746552
73,17.7910003662,18.8321781158
74,17.2269992828,18.44622612
75,17.4689998627,18.0664272308
76,17.0659999847,17.7393169403
77,16.6630001068,17.4593925476
78,15.6979999542,17.2416706085
79,15.2950000763,17.1133403778
80,15.5360002518,23.1292591095
81,15.6169996262,18.3418827057
82,16.422000885,17.7847194672
83,17.3880004883,18.3232307434
84,17.6289997101,18.3501415253
85,18.7569999695,19.1105480194
86,20.0450000763,19.7802600861
87,21.3330001831,20.9689540863
88,21.5739994049,22.2935009003
89,22.218000412,24.2045021057
90,25.2770004272,26.4410114288
91,28.3360004425,28.98204422
92,30.6700000763,31.0437450409
93,31.7980003357,32.350315094
94,32.361000061,33.1652946472
95,32.84400177,33.5044021606
96,32.6030006409,33.6335296631
97,32.6030006409,33.5812530518
98,32.9239997864,33.7371292114
99,34.0509986877,34.1584434509
100,34.3740005493,34.9343147278
101,33.6489982605,35.6035461426
102,35.1790008545,35.8414726257
103,36.063999176,35.7706413269
104,35.7420005798,33.9445838928
105,33.8100013733,28.7663974762
106,26.5650005341,25.0571956635
107,24.4720001221,24.0060138702
108,24.1499996185,24.4349308014
109,24.875,25.8571205139
110,26.0820007324,27.7846450806
111,28.1749992371,29.3826961517
112,28.9799995422,30.2897605896
113,30.3479995728,30.6753616333
114,30.9930000305,30.7966327667
115,30.9120006561,30.7511043549
116,31.0729999542,30.6776103973
117,29.8649997711,30.5287761688
118,30.4290008545,30.3976802826
119,30.5100002289,30.2134513855
120,31.0729999542,28.0191364288
121,30.5100002289,29.7103996277
122,32.1189994812,29.2409496307
123,31.2339992523,30.2172260284
124,30.9120006561,29.8684635162
125,30.9120006561,29.7424926758
126,32.0390014648,29.2651119232
127,30.267999649,29.088924408
128,30.0259990692,28.7564487457
129,29.4629993439,28.5999279022
130,26.2430000305,28.310754776
131,25.5990009308,28.133146286
132,26.6459999084,27.8627243042
133,27.2889995575,27.677274704
134,26.4039993286,27.4297046661
135,27.1280002594,27.2414970398
136,28.5769996643,27.0082302094
137,28.4969997406,26.8165683746
138,28.8190002441,26.5875797272
139,28.8990001678,26.3658828735
140,28.9799995422,26.0794830322
141,27.8530006409,25.7169399261
142,27.3700008392,25.1830425262
143,26.5650005341,24.4330997467
144,25.6800003052,23.4556465149
145,24.311000824,22.3644771576
146,23.263999939,21.3180065155
147,23.263999939,20.4626178741
148,21.8159999847,19.9300479889
149,20.4470005035,19.7815113068
150,18.9979991913,19.8782596588
151,20.6879997253,19.9927883148
152,20.6879997253,20.0514202118
153,21.0100002289,20.0501804352
154,20.9300003052,19.9508056641
155,19.8829994202,20.3601551056
156,20.0450000763,20.1257247925
157,19.1590003967,20.1177883148
158,19.3999996185,20.5973186493
159,18.5149993896,20.2719268799
160,19.4810009003,19.7125720978
161,18.9169998169,20.6191120148
162,19.1590003967,21.0870189667
163,18.8369998932,20.372505188
164,18.3540000916,20.2253398895
165,17.8710002899,19.9223632812
166,18.2740001678,19.5304050446
167,18.8369998932,19.1901226044
168,17.3880004883,18.8325309753
169,16.7439994812,18.4823493958
170,17.0659999847,18.1376495361
171,16.986000061,17.8200321198
172,16.6630001068,17.5336551666
173,16.1809997559,17.293390274
174,16.8239994049,17.1091403961
175,16.3409996033,17.0040950775
176,17.2269992828,16.9905910492
177,16.6630001068,17.0877285004
