,true_data,pre_data
0,33.3269996643,31.8169975281
1,34.2929992676,34.4494972229
2,33.6489982605,35.069934845
3,34.6150016785,35.3227310181
4,35.2589988708,35.3670082092
5,36.547000885,35.8175582886
6,36.9500007629,36.0768165588
7,37.8349990845,36.7893104553
8,37.6739997864,36.1350479126
9,34.7760009766,32.2232246399
10,27.2889995575,25.9995231628
11,25.4379997253,24.7738990784
12,25.3579998016,24.4574127197
13,25.5990009308,25.4244499207
14,28.0939998627,26.7780189514
15,28.9799995422,28.641658783
16,31.0729999542,30.247177124
17,30.5900001526,31.4619235992
18,32.0390014648,31.7497291565
19,31.2339992523,31.729845047
20,31.6359996796,31.7414951324
21,32.4410018921,31.7835655212
22,30.9120006561,31.8422050476
23,30.3479995728,31.9208717346
24,31.5559997559,32.0279121399
25,31.4759998322,32.1494750977
26,32.2000007629,32.2742424011
27,31.5559997559,32.3970603943
28,32.361000061,32.5023155212
29,32.9239997864,32.5818862915
30,33.2459983826,32.5993003845
31,32.763999939,32.4965896606
32,32.1189994812,32.0622520447
33,31.716999054,30.7981872559
34,27.6919994354,29.0174064636
35,25.517999649,28.1497993469
36,25.7600002289,27.9516010284
37,27.0480003357,28.166305542
38,27.2089996338,28.4784832001
39,27.6919994354,28.8406906128
40,28.5769996643,27.5897960663
41,28.658000946,28.4702033997
42,29.3819999695,28.0211791992
43,29.8649997711,28.8151817322
44,29.8649997711,28.7570800781
45,28.5769996643,28.4764518738
46,28.1749992371,27.5785980225
47,27.3700008392,26.5993309021
48,26.8059997559,25.3856468201
49,25.0349998474,24.2135257721
50,24.7129993439,23.044090271
51,23.5869998932,22.0361824036
52,23.0230007172,21.3358612061
53,21.6539993286,21.1271972656
54,19.5620002747,21.2601394653
55,22.1369991302,21.4789447784
56,21.4930000305,21.6397361755
57,22.7810001373,21.7080421448
58,22.6210002899,23.5195865631
59,22.7810001373,22.0060043335
60,22.4589996338,22.447719574
61,20.2049999237,21.251411438
62,20.4470005035,21.6027259827
63,19.8829994202,21.7220039368
64,20.125,21.4602279663
65,19.8829994202,21.4967708588
66,19.6420001984,21.1389846802
67,18.9169998169,21.090057373
68,19.3199996948,20.8441352844
69,20.125,20.7238388062
70,18.6760005951,20.4587001801
71,19.3199996948,20.1927452087
72,18.5149993896,19.8249168396
73,17.7910003662,19.452085495
74,17.2269992828,19.0439186096
75,17.4689998627,18.6569442749
76,17.0659999847,18.2961044312
77,16.6630001068,18.0050258636
78,15.6979999542,17.7737312317
79,15.2950000763,17.6125068665
80,15.5360002518,18.2212562561
81,15.6169996262,18.2665596008
82,16.422000885,17.1377639771
83,17.3880004883,17.975725174
84,17.6289997101,18.242099762
85,18.7569999695,19.237203598
86,20.0450000763,19.9222068787
87,21.3330001831,20.782535553
88,21.5739994049,21.623380661
89,22.218000412,22.891582489
90,25.2770004272,25.0037631989
91,28.3360004425,28.1550731659
92,30.6700000763,30.8036766052
93,31.7980003357,32.1312141418
94,32.361000061,32.9412689209
95,32.84400177,33.5649909973
96,32.6030006409,33.7675209045
97,32.6030006409,33.8223457336
98,32.9239997864,34.0503845215
99,34.0509986877,34.2850341797
100,34.3740005493,34.5742225647
101,33.6489982605,35.4209632874
102,35.1790008545,36.4422950745
103,36.063999176,37.0407829285
104,35.7420005798,36.737159729
105,33.8100013733,33.9685935974
106,26.5650005341,27.920124054
107,24.4720001221,25.4122314453
108,24.1499996185,24.5436553955
109,24.875,25.2526397705
110,26.0820007324,26.7727985382
111,28.1749992371,28.9064025879
112,28.9799995422,30.6690769196
113,30.3479995728,31.8924179077
114,30.9930000305,32.5228919983
115,30.9120006561,32.5550765991
116,31.0729999542,32.7216835022
117,29.8649997711,32.7683143616
118,30.4290008545,32.9099769592
119,30.5100002289,33.0167655945
120,31.0729999542,30.4460506439
121,30.5100002289,30.6462535858
122,32.1189994812,31.6894683838
123,31.2339992523,31.8135795593
124,30.9120006561,32.3114128113
125,30.9120006561,32.3516654968
126,32.0390014648,32.332736969
127,30.267999649,32.2543182373
128,30.0259990692,31.8458442688
129,29.4629993439,30.8936920166
130,26.2430000305,29.2440872192
131,25.5990009308,28.3692111969
132,26.6459999084,28.202671051
133,27.2889995575,28.5792274475
134,26.4039993286,28.8047294617
135,27.1280002594,28.947511673
136,28.5769996643,28.9735298157
137,28.4969997406,28.9560432434
138,28.8190002441,28.8324546814
139,28.8990001678,28.5590076447
140,28.9799995422,28.0869617462
141,27.8530006409,27.3926486969
142,27.3700008392,26.4929485321
143,26.5650005341,25.4368801117
144,25.6800003052,24.3104686737
145,24.311000824,23.203742981
146,23.263999939,22.2205467224
147,23.263999939,21.4802017212
148,21.8159999847,21.1182594299
149,20.4470005035,21.1141471863
150,18.9979991913,21.2793464661
151,20.6879997253,21.4479675293
152,20.6879997253,21.5528488159
153,21.0100002289,21.5821266174
154,20.9300003052,21.2724952698
155,19.8829994202,21.1328010559
156,20.0450000763,21.2861461639
157,19.1590003967,20.5057487488
158,19.3999996185,20.5972442627
159,18.5149993896,20.7308883667
160,19.4810009003,20.7813529968
161,18.9169998169,21.0229072571
162,19.1590003967,20.044708252
163,18.8369998932,20.4195671082
164,18.3540000916,19.8380565643
165,17.8710002899,20.0034713745
166,18.2740001678,19.6162261963
167,18.8369998932,19.4064941406
168,17.3880004883,19.0417098999
169,16.7439994812,18.7166442871
170,17.0659999847,18.3608665466
171,16.986000061,18.0436763763
172,16.6630001068,17.7573165894
173,16.1809997559,17.5252151489
174,16.8239994049,17.3359470367
175,16.3409996033,17.2030925751
176,17.2269992828,17.1374416351
177,16.6630001068,17.1548843384
178,17.7099990845,17.2911243439
179,17.5489997864,17.5787124634
180,18.7569999695,18.0625762939
181,19.2399997711,18.7595233917
182,20.0450000763,19.6483268738
183,20.125,20.6455001831
184,20.2859992981,21.7379550934
185,20.6079998016,23.1628417969
186,23.5869998932,25.5149650574
187,26.6459999084,28.6759872437
188,27.2889995575,31.0888195038
189,28.658000946,32.2418289185
190,29.1410007477,33.0082740784
191,29.7049999237,33.5347938538
192,30.107000351,33.6722946167
193,30.5900001526,33.7630805969
194,30.4290008545,34.0242805481
195,31.313999176,34.2490196228
196,32.2000007629,34.5990409851
197,31.7980003357,35.5335426331
198,33.4879989624,36.5578956604
199,33.3269996643,37.1496696472
200,33.1660003662,31.715965271
201,31.5559997559,30.8249549866
202,25.2770004272,27.2113132477
203,22.5400009155,25.663816452
204,22.6210002899,25.8955154419
205,23.4249992371,26.9836273193
206,23.0230007172,29.4086647034
207,25.1959991455,31.2382965088
208,26.4039993286,31.9011573792
209,28.1749992371,32.0923843384
210,28.658000946,32.2043495178
211,28.2549991608,32.2664756775
212,29.1410007477,32.3605690002
213,28.4169998169,32.4512481689
214,28.5769996643,32.5787086487
215,28.013999939,32.6972427368
216,28.4169998169,32.815158844
217,27.8530006409,32.9209060669
218,28.658000946,33.0089149475
219,28.9799995422,33.0785484314
220,29.7849998474,33.1114082336
221,29.3819999695,33.1067695618
222,29.2220001221,33.0311470032
223,29.0599994659,32.8536682129
224,29.3020000458,32.4286689758
225,28.4969997406,31.3942146301
226,26.0009994507,29.5259132385
227,24.7940006256,28.4311466217
228,25.5990009308,28.2331447601
229,24.3920001984,28.5202999115
230,23.7469997406,28.6810131073
231,24.311000824,28.7971076965
232,25.0349998474,28.8585033417
233,25.2770004272,28.892490387
234,26.3229999542,28.8438835144
235,26.0009994507,28.6625862122
236,26.4039993286,28.2998008728
237,25.3579998016,27.708990097
238,24.7129993439,26.8796081543
239,23.827999115,25.835308075
240,22.8619995117,23.6961135864
241,21.8159999847,23.633146286
242,21.2520008087,23.1819877625
243,20.6079998016,22.2764511108
244,19.8829994202,21.3352088928
245,18.8369998932,21.0952396393
246,17.7910003662,21.0865688324
247,18.2740001678,21.2420330048
248,19.6420001984,21.3340511322
249,19.5620002747,21.3796863556
250,19.1590003967,19.8369445801
251,19.3999996185,20.0928573608
252,18.4340000153,20.1006851196
253,18.4340000153,19.5106773376
254,18.5149993896,19.75141716
255,18.2740001678,19.3987350464
256,17.3880004883,19.2854614258
257,17.1459999084,19.0569515228
258,16.7439994812,18.9425201416
259,16.6630001068,18.7821464539
260,17.0659999847,18.5812683105
261,17.3069992065,18.3044242859
262,18.1119995117,17.9675941467
263,17.4689998627,17.6091575623
264,17.0659999847,17.2486686707
265,16.1809997559,16.9182739258
266,16.422000885,16.6269798279
267,14.8120002747,16.3947067261
268,15.4560003281,16.2156543732
269,14.9729995728,16.1028614044
270,15.4560003281,16.0534362793
271,15.1339998245,16.080953598
272,15.6169996262,16.194355011
273,15.7779998779,16.4005794525
274,15.6979999542,16.718788147
275,17.4689998627,17.1587085724
276,18.3540000916,17.7337036133
277,20.2049999237,18.4244728088
278,20.6079998016,19.2042160034
279,20.3659992218,20.0478305817
280,20.6879997253,23.1669960022
281,21.3330001831,24.818529129
282,25.4379997253,26.3024196625
283,29.1410007477,28.7571563721
284,29.7849998474,30.250617981
285,31.8780002594,31.2064609528
286,33.1660003662,32.2591171265
287,32.84400177,33.1219596863
288,32.9239997864,33.3572273254
289,34.7760009766,33.4970588684
290,34.5349998474,33.617641449
291,36.1450004578,33.9474449158
292,36.3860015869,34.2288627625
293,37.0299987793,34.8926353455
294,37.2709999084,35.7576332092
295,38.1570014954,36.5214042664
296,39.4449996948,36.3528213501
297,36.6269989014,33.495929718
298,29.7849998474,27.0042438507
299,26.7259998322,24.6322154999
300,26.7259998322,24.3834133148
301,28.3360004425,24.9532108307
302,28.5769996643,26.2321929932
303,31.6359996796,27.9718704224
304,32.2000007629,29.6720790863
305,32.763999939,31.0442256927
306,34.9370002747,31.558681488
307,34.4539985657,31.4529953003
308,34.0509986877,31.4574928284
309,34.0509986877,31.4476222992
310,34.0509986877,31.4779701233
311,33.6489982605,31.4954109192
312,33.9710006714,31.5485534668
313,34.0509986877,31.6115264893
314,34.3740005493,31.6844654083
315,35.4199981689,31.7607917786
316,34.9370002747,31.8298377991
317,35.016998291,31.8883094788
318,35.5,31.9085350037
319,34.6150016785,31.8623313904
320,34.5349998474,29.4763870239
321,33.408000946,30.3821296692
322,31.4759998322,30.5858612061
323,30.8309993744,28.6903572083
324,30.5100002289,28.0582561493
325,30.9120006561,28.1360111237
326,30.4290008545,28.3926582336
327,28.9799995422,28.9384326935
328,30.3479995728,29.136177063
329,29.0599994659,29.3434791565
330,29.9459991455,29.3225288391
331,29.7049999237,29.2040576935
332,29.7849998474,28.8274879456
333,28.7390003204,28.2390289307
334,27.611000061,27.4075565338
335,27.611000061,26.4002933502
336,26.0009994507,25.2646522522
337,25.3579998016,24.0718021393
338,24.9549999237,22.8790359497
339,23.5060005188,21.7935943604
340,21.4130001068,21.0590324402
341,21.2520008087,20.9014778137
342,20.125,21.1662330627
343,21.4130001068,21.5146980286
344,20.7689990997,21.7749290466
345,23.0230007172,21.9010944366
346,22.3789997101,21.7944908142
347,21.6539993286,21.0967235565
348,21.2520008087,20.9609375
349,21.4930000305,20.1973342896
350,21.7350006104,20.3172264099
351,21.4130001068,20.5002937317
352,20.6879997253,20.2555809021
353,20.4470005035,20.1275520325
354,20.6879997253,19.8442001343
355,20.2049999237,19.7004508972
356,20.4470005035,19.4811668396
357,19.3199996948,19.2679176331
358,19.8829994202,18.970293045
359,18.9979991913,18.6089267731
360,19.079000473,17.8733024597
361,19.079000473,17.8012332916
362,19.079000473,16.90259552
363,18.031999588,16.9490280151
364,18.2740001678,16.5961647034
365,18.1930007935,16.5515480042
366,18.2740001678,16.4168014526
367,18.031999588,16.4092922211
368,18.4340000153,16.4801864624
369,17.9510002136,16.631570816
370,19.079000473,16.9098129272
371,19.8829994202,17.3113441467
372,19.8829994202,17.884563446
373,21.4930000305,18.5734596252
374,21.8959999084,19.3859558105
375,21.9759998322,20.2115364075
376,22.5400009155,21.1659526825
377,23.263999939,22.3108139038
378,25.5990009308,24.120677948
379,28.9799995422,26.7691841125
380,30.9930000305,29.3729476929
381,32.2799987793,30.9697971344
382,32.9239997864,31.8884468079
383,33.5690002441,32.6894187927
384,34.2130012512,33.1625709534
385,33.7290000916,33.3373069763
386,34.6949996948,33.5104255676
387,34.6150016785,33.8583259583
388,34.6150016785,34.1915588379
389,34.6949996948,34.7426452637
390,34.5349998474,35.5696983337
391,35.1790008545,36.3435974121
392,35.0979995728,36.4221725464
393,33.4879989624,34.2189292908
394,26.8869991302,27.9706840515
395,24.9549999237,24.753578186
396,25.7600002289,24.3992576599
397,25.4379997253,24.8466854095
398,27.1280002594,26.092004776
399,30.5900001526,27.7622966766
400,30.6700000763,31.7625846863
401,32.361000061,29.9639587402
402,32.84400177,29.8838272095
403,33.0849990845,30.5580558777
404,31.3950004578,31.6519412994
405,31.9580001831,31.5130405426
