,true_data,pre_data
0,33.3269996643,34.4812889099
1,34.2929992676,34.0604362488
2,33.6489982605,35.0286865234
3,34.6150016785,35.0693778992
4,35.2589988708,35.124042511
5,36.547000885,35.4023857117
6,36.9500007629,36.2166099548
7,37.8349990845,36.5852546692
8,37.6739997864,36.1705513
9,34.7760009766,33.9974937439
10,27.2889995575,26.8392467499
11,25.4379997253,23.6142635345
12,25.3579998016,23.829000473
13,25.5990009308,24.0738868713
14,28.0939998627,25.6443958282
15,28.9799995422,27.2643508911
16,31.0729999542,28.9441680908
17,30.5900001526,30.0733737946
18,32.0390014648,30.8498458862
19,31.2339992523,31.0091876984
20,31.6359996796,31.266368866
21,32.4410018921,31.4670944214
22,30.9120006561,31.6067409515
23,30.3479995728,31.6596393585
24,31.5559997559,31.7304821014
25,31.4759998322,31.8292484283
26,32.2000007629,31.9757061005
27,31.5559997559,32.1348991394
28,32.361000061,32.2588691711
29,32.9239997864,32.2944068909
30,33.2459983826,32.1936454773
31,32.763999939,31.8818035126
32,32.1189994812,31.225818634
33,31.716999054,29.6612319946
34,27.6919994354,27.9315776825
35,25.517999649,27.8589897156
36,25.7600002289,27.6088848114
37,27.0480003357,27.6315250397
38,27.2089996338,28.1396884918
39,27.6919994354,28.8356342316
40,28.5769996643,29.8329715729
41,28.658000946,29.8181972504
42,29.3819999695,30.0803012848
43,29.8649997711,29.4832172394
44,29.8649997711,28.86444664
45,28.5769996643,28.3683605194
46,28.1749992371,27.7419986725
47,27.3700008392,26.9859218597
48,26.8059997559,25.4463825226
49,25.0349998474,24.3491649628
50,24.7129993439,23.1582298279
51,23.5869998932,21.9860439301
52,23.0230007172,20.8319396973
53,21.6539993286,19.777545929
54,19.5620002747,19.5114822388
55,22.1369991302,20.0721073151
56,21.4930000305,20.6583213806
57,22.7810001373,21.0372257233
58,22.6210002899,21.6978359222
59,22.7810001373,20.8569145203
60,22.4589996338,20.9697666168
61,20.2049999237,20.6887187958
62,20.4470005035,20.8126583099
63,19.8829994202,21.6971359253
64,20.125,20.3036556244
65,19.8829994202,21.408246994
