,true_data,pre_data
0,33.3269996643,34.1173019409
1,34.2929992676,35.0994338989
2,33.6489982605,34.6855583191
3,34.6150016785,33.8599472046
4,35.2589988708,32.5728340149
5,36.547000885,32.3787727356
6,36.9500007629,33.306930542
7,37.8349990845,33.8026885986
8,37.6739997864,33.9333267212
9,34.7760009766,33.5111694336
10,27.2889995575,27.4774665833
11,25.4379997253,22.9103775024
12,25.3579998016,22.4154205322
13,25.5990009308,22.6906051636
14,28.0939998627,23.3982791901
15,28.9799995422,25.323348999
16,31.0729999542,27.0903511047
17,30.5900001526,28.5395240784
18,32.0390014648,29.6106472015
19,31.2339992523,30.1346263885
20,31.6359996796,30.5444107056
21,32.4410018921,30.6711082458
22,30.9120006561,30.755815506
23,30.3479995728,30.9526538849
24,31.5559997559,31.2843093872
25,31.4759998322,31.5844230652
26,32.2000007629,31.7904605865
27,31.5559997559,31.9579429626
28,32.361000061,32.1409225464
29,32.9239997864,32.3141212463
30,33.2459983826,32.4127693176
31,32.763999939,32.2830467224
32,32.1189994812,31.601020813
33,31.716999054,30.0561943054
34,27.6919994354,28.3689479828
35,25.517999649,27.6764240265
36,25.7600002289,27.6821517944
37,27.0480003357,27.5556983948
38,27.2089996338,27.6800937653
39,27.6919994354,28.0670051575
40,28.5769996643,30.0150718689
41,28.658000946,29.6349582672
42,29.3819999695,28.6150093079
43,29.8649997711,28.5015621185
44,29.8649997711,27.5428161621
45,28.5769996643,26.9402084351
46,28.1749992371,25.7393684387
47,27.3700008392,24.8372364044
48,26.8059997559,23.6674480438
49,25.0349998474,22.8228912354
50,24.7129993439,21.5728340149
51,23.5869998932,20.3990631104
52,23.0230007172,19.3859062195
53,21.6539993286,18.9794864655
54,19.5620002747,19.3182125092
55,22.1369991302,20.0735435486
56,21.4930000305,20.8310089111
57,22.7810001373,21.1533927917
58,22.6210002899,21.022567749
59,22.7810001373,20.8064498901
60,22.4589996338,21.357213974
61,20.2049999237,19.7729625702
62,20.4470005035,20.3064651489
63,19.8829994202,20.6070461273
64,20.125,20.1248703003
65,19.8829994202,20.0332717896
66,19.6420001984,19.6924724579
67,18.9169998169,19.5150642395
68,19.3199996948,19.117193222
69,20.125,18.8088684082
70,18.6760005951,18.3818283081
71,19.3199996948,17.9993019104
72,18.5149993896,17.5778903961
73,17.7910003662,17.198179245
74,17.2269992828,16.837310791
75,17.4689998627,16.5234642029
76,17.0659999847,16.2605247498
77,16.6630001068,16.0462684631
78,15.6979999542,15.901473999
79,15.2950000763,15.816450119
80,15.5360002518,17.9561233521
81,15.6169996262,17.2516613007
82,16.422000885,17.1604576111
83,17.3880004883,17.4702835083
84,17.6289997101,17.6698951721
85,18.7569999695,18.3882713318
86,20.0450000763,19.1126976013
87,21.3330001831,20.1248092651
88,21.5739994049,21.0905265808
89,22.218000412,22.1420936584
90,25.2770004272,23.9000778198
91,28.3360004425,27.2633075714
92,30.6700000763,30.2873344421
93,31.7980003357,32.0877075195
94,32.361000061,32.8081741333
95,32.84400177,33.3567810059
96,32.6030006409,33.7780227661
97,32.6030006409,34.0736541748
98,32.9239997864,34.2708282471
99,34.0509986877,34.4854278564
100,34.3740005493,34.7067527771
101,33.6489982605,35.1927566528
102,35.1790008545,35.8389511108
103,36.063999176,36.9841079712
104,35.7420005798,36.5570983887
105,33.8100013733,34.2399139404
106,26.5650005341,27.2446422577
107,24.4720001221,24.2318763733
108,24.1499996185,24.5007286072
109,24.875,24.8199062347
110,26.0820007324,25.8755073547
111,28.1749992371,28.2033195496
112,28.9799995422,30.0660552979
113,30.3479995728,31.5791130066
114,30.9930000305,32.0599937439
115,30.9120006561,32.3455047607
116,31.0729999542,32.3979110718
117,29.8649997711,32.3059082031
