,true_data,pre_data
0,33.3269996643,34.3405952454
1,34.2929992676,34.32604599
2,33.6489982605,34.2677612305
3,34.6150016785,33.4244537354
4,35.2589988708,33.2070198059
5,36.547000885,33.584651947
6,36.9500007629,34.0108375549
7,37.8349990845,34.4772644043
8,37.6739997864,34.3744697571
9,34.7760009766,30.353975296
10,27.2889995575,24.7318763733
11,25.4379997253,22.5467567444
12,25.3579998016,22.8095855713
13,25.5990009308,23.408416748
14,28.0939998627,24.8508815765
15,28.9799995422,26.2865104675
16,31.0729999542,27.8693447113
17,30.5900001526,29.1935424805
18,32.0390014648,29.8385543823
19,31.2339992523,30.2887248993
20,31.6359996796,30.4665470123
21,32.4410018921,30.4970474243
22,30.9120006561,30.5068492889
23,30.3479995728,30.7115345001
24,31.5559997559,31.0398540497
25,31.4759998322,31.3146476746
26,32.2000007629,31.5077514648
27,31.5559997559,31.6655540466
28,32.361000061,31.809261322
29,32.9239997864,31.8940124512
30,33.2459983826,31.8447551727
31,32.763999939,31.5208683014
32,32.1189994812,30.7412509918
33,31.716999054,29.4698638916
34,27.6919994354,28.2534294128
35,25.517999649,27.6833953857
36,25.7600002289,27.5295219421
37,27.0480003357,27.4355144501
38,27.2089996338,27.6164226532
39,27.6919994354,28.0214233398
40,28.5769996643,29.2555122375
41,28.658000946,28.7818412781
42,29.3819999695,27.8541145325
43,29.8649997711,27.7241325378
44,29.8649997711,27.1585140228
45,28.5769996643,26.1913890839
46,28.1749992371,25.4777030945
47,27.3700008392,24.5912456512
48,26.8059997559,23.6888275146
49,25.0349998474,23.0533084869
50,24.7129993439,21.9755001068
51,23.5869998932,20.8878211975
52,23.0230007172,19.7382049561
53,21.6539993286,19.0105705261
54,19.5620002747,19.025560379
55,22.1369991302,19.5773830414
56,21.4930000305,20.0710296631
57,22.7810001373,20.5264797211
58,22.6210002899,20.8409080505
59,22.7810001373,20.5051269531
60,22.4589996338,21.0664558411
61,20.2049999237,19.3079299927
62,20.4470005035,19.7541618347
63,19.8829994202,20.3159103394
64,20.125,19.5515289307
65,19.8829994202,19.6646652222
66,19.6420001984,19.2600440979
67,18.9169998169,19.189622879
68,19.3199996948,18.7772865295
69,20.125,18.5433101654
70,18.6760005951,18.1225776672
71,19.3199996948,17.8094806671
72,18.5149993896,17.404586792
73,17.7910003662,17.0965156555
74,17.2269992828,16.7507457733
75,17.4689998627,16.4934310913
76,17.0659999847,16.2324676514
77,16.6630001068,16.0476779938
78,15.6979999542,15.8879804611
79,15.2950000763,15.80265522
80,15.5360002518,17.1360015869
81,15.6169996262,17.3258533478
82,16.422000885,16.8272285461
83,17.3880004883,17.2339344025
84,17.6289997101,17.4586753845
85,18.7569999695,18.1418647766
86,20.0450000763,18.9885158539
87,21.3330001831,20.013469696
88,21.5739994049,21.1482582092
89,22.218000412,22.2684955597
90,25.2770004272,24.2080440521
91,28.3360004425,27.3592166901
92,30.6700000763,30.2611427307
93,31.7980003357,31.9092102051
94,32.361000061,32.822593689
95,32.84400177,33.3292198181
96,32.6030006409,33.6626167297
97,32.6030006409,33.8583030701
98,32.9239997864,34.0202865601
99,34.0509986877,34.189704895
100,34.3740005493,34.3849830627
101,33.6489982605,34.8827857971
102,35.1790008545,35.9412117004
103,36.063999176,36.6812477112
104,35.7420005798,35.7726554871
105,33.8100013733,32.8458061218
106,26.5650005341,27.6379508972
107,24.4720001221,24.4101829529
108,24.1499996185,24.4211654663
109,24.875,24.9898395538
110,26.0820007324,26.0575408936
111,28.1749992371,28.407661438
112,28.9799995422,30.279668808
113,30.3479995728,31.4146499634
114,30.9930000305,31.8509368896
115,30.9120006561,32.0253372192
116,31.0729999542,31.9733314514
117,29.8649997711,31.8184547424
118,30.4290008545,31.7439498901
119,30.5100002289,31.7727642059
120,31.0729999542,30.5105819702
121,30.5100002289,31.5384979248
122,32.1189994812,31.837562561
123,31.2339992523,31.0133399963
124,30.9120006561,31.6388626099
125,30.9120006561,31.7202968597
126,32.0390014648,31.766412735
127,30.267999649,31.6394863129
128,30.0259990692,31.4574394226
129,29.4629993439,30.8963127136
130,26.2430000305,29.7243366241
131,25.5990009308,28.3249359131
132,26.6459999084,27.7794380188
133,27.2889995575,27.7109375
134,26.4039993286,27.6846122742
135,27.1280002594,27.8384552002
136,28.5769996643,28.1974868774
137,28.4969997406,28.5144119263
138,28.8190002441,28.6191596985
139,28.8990001678,28.5069656372
140,28.9799995422,28.2568759918
141,27.8530006409,27.8183631897
142,27.3700008392,27.074546814
143,26.5650005341,26.0223712921
144,25.6800003052,25.0710601807
145,24.311000824,24.2797355652
146,23.263999939,23.3550510406
147,23.263999939,22.2847366333
148,21.8159999847,21.1433410645
149,20.4470005035,20.2152709961
150,18.9979991913,19.8574504852
151,20.6879997253,20.0121860504
152,20.6879997253,20.3960857391
153,21.0100002289,20.6838665009
154,20.9300003052,20.7240352631
155,19.8829994202,21.3290424347
156,20.0450000763,21.2296943665
157,19.1590003967,20.0791950226
158,19.3999996185,20.3608837128
159,18.5149993896,20.9173564911
160,19.4810009003,21.2964382172
161,18.9169998169,20.8495140076
162,19.1590003967,20.3568096161
163,18.8369998932,20.1590614319
164,18.3540000916,20.0221595764
165,17.8710002899,19.8202877045
166,18.2740001678,19.5146789551
167,18.8369998932,19.186290741
168,17.3880004883,18.847530365
169,16.7439994812,18.4880180359
170,17.0659999847,18.1596336365
171,16.986000061,17.8317813873
172,16.6630001068,17.563785553
173,16.1809997559,17.3174285889
174,16.8239994049,17.1398925781
175,16.3409996033,17.011089325
176,17.2269992828,16.9667606354
177,16.6630001068,17.0055713654
178,17.7099990845,17.1596870422
179,17.5489997864,17.4555969238
180,18.7569999695,17.9369926453
181,19.2399997711,18.6271686554
182,20.0450000763,19.5438556671
183,20.125,20.5872211456
184,20.2859992981,21.7001647949
185,20.6079998016,22.8712158203
186,23.5869998932,25.4709091187
187,26.6459999084,28.6777095795
188,27.2889995575,31.1753807068
189,28.658000946,32.6356086731
190,29.1410007477,33.2844047546
191,29.7049999237,33.6592216492
192,30.107000351,33.8890647888
193,30.5900001526,34.0832252502
194,30.4290008545,34.2893180847
195,31.313999176,34.5021705627
196,32.2000007629,34.6846580505
197,31.7980003357,35.1372642517
198,33.4879989624,35.8316345215
199,33.3269996643,36.817653656
200,33.1660003662,31.3459091187
201,31.5559997559,31.2793273926
202,25.2770004272,26.0069160461
203,22.5400009155,25.1092166901
204,22.6210002899,25.0113716125
205,23.4249992371,26.4585494995
206,23.0230007172,28.2219562531
207,25.1959991455,30.0771179199
208,26.4039993286,31.4818458557
209,28.1749992371,32.1942329407
210,28.658000946,32.2372512817
211,28.2549991608,32.3280220032
212,29.1410007477,32.2259712219
213,28.4169998169,32.1139526367
214,28.5769996643,32.1103744507
215,28.013999939,32.2116165161
216,28.4169998169,32.3084869385
217,27.8530006409,32.3359565735
218,28.658000946,32.3373298645
219,28.9799995422,32.3356513977
220,29.7849998474,32.34815979
221,29.3819999695,32.3667221069
222,29.2220001221,32.3957633972
223,29.0599994659,32.3608093262
224,29.3020000458,32.0695762634
225,28.4969997406,31.1471538544
226,26.0009994507,29.4563560486
227,24.7940006256,28.150806427
228,25.5990009308,27.9432487488
229,24.3920001984,27.9453887939
230,23.7469997406,28.0671195984
231,24.311000824,28.4391536713
232,25.0349998474,28.8566837311
233,25.2770004272,29.091178894
234,26.3229999542,28.9972724915
235,26.0009994507,28.7372951508
236,26.4039993286,28.3655662537
237,25.3579998016,27.800743103
238,24.7129993439,26.9203453064
239,23.827999115,25.8759918213
240,22.8619995117,23.8945598602
241,21.8159999847,23.0502433777
242,21.2520008087,22.1808185577
243,20.6079998016,21.9759197235
244,19.8829994202,21.1480960846
245,18.8369998932,20.6078262329
246,17.7910003662,20.3074455261
247,18.2740001678,20.3717861176
248,19.6420001984,20.4793643951
249,19.5620002747,20.5223350525
250,19.1590003967,20.1590690613
251,19.3999996185,20.4179458618
252,18.4340000153,20.1248264313
253,18.4340000153,19.2568340302
254,18.5149993896,19.3975639343
255,18.2740001678,19.4196357727
256,17.3880004883,18.9481067657
257,17.1459999084,18.9120788574
258,16.7439994812,18.6584033966
259,16.6630001068,18.4600811005
260,17.0659999847,18.0929584503
