ID,site,year,month,day,hour,holiday,maxtemp,mintemp,weatherType,load
5053,20,2016,3,4,12.0,0,21.5,13.2,1,3.022
5054,21,2016,3,4,12.0,0,21.5,13.2,1,3.92
5055,0,2016,3,4,12.25,0,21.5,13.2,1,-25.76
5056,3,2016,3,4,12.25,0,21.5,13.2,1,1.607
5057,4,2016,3,4,12.25,0,21.5,13.2,1,0.564
5058,5,2016,3,4,12.25,0,21.5,13.2,1,4.583
5059,8,2016,3,4,12.25,0,21.5,13.2,1,-6.747
5060,9,2016,3,4,12.25,0,21.5,13.2,1,-10.211
5061,10,2016,3,4,12.25,0,21.5,13.2,1,-8.829
5062,13,2016,3,4,12.25,0,21.5,13.2,1,3.276
5063,14,2016,3,4,12.25,0,21.5,13.2,1,0.958
5064,15,2016,3,4,12.25,0,21.5,13.2,1,2.885
5065,17,2016,3,4,12.25,0,21.5,13.2,1,2.364
5066,18,2016,3,4,12.25,0,21.5,13.2,1,1.706
5067,19,2016,3,4,12.25,0,21.5,13.2,1,2.086
5068,20,2016,3,4,12.25,0,21.5,13.2,1,2.516
5069,21,2016,3,4,12.25,0,21.5,13.2,1,3.477
5070,0,2016,3,4,12.5,0,21.5,13.2,1,-26.726
5071,3,2016,3,4,12.5,0,21.5,13.2,1,1.454
5072,4,2016,3,4,12.5,0,21.5,13.2,1,0.599
5073,5,2016,3,4,12.5,0,21.5,13.2,1,4.429
5074,8,2016,3,4,12.5,0,21.5,13.2,1,-6.49
5075,9,2016,3,4,12.5,0,21.5,13.2,1,-11.017
5076,10,2016,3,4,12.5,0,21.5,13.2,1,-9.024
5077,13,2016,3,4,12.5,0,21.5,13.2,1,3.087
5078,14,2016,3,4,12.5,0,21.5,13.2,1,0.958
5079,15,2016,3,4,12.5,0,21.5,13.2,1,2.785
5080,17,2016,3,4,12.5,0,21.5,13.2,1,2.478
5081,18,2016,3,4,12.5,0,21.5,13.2,1,1.515
5082,19,2016,3,4,12.5,0,21.5,13.2,1,2.162
5083,20,2016,3,4,12.5,0,21.5,13.2,1,2.617
5084,21,2016,3,4,12.5,0,21.5,13.2,1,3.983
5085,0,2016,3,4,12.75,0,21.5,13.2,1,-25.438
5086,3,2016,3,4,12.75,0,21.5,13.2,1,1.351
5087,4,2016,3,4,12.75,0,21.5,13.2,1,0.496
5088,5,2016,3,4,12.75,0,21.5,13.2,1,4.138
5089,8,2016,3,4,12.75,0,21.5,13.2,1,-5.978
5090,9,2016,3,4,12.75,0,21.5,13.2,1,-10.724
5091,10,2016,3,4,12.75,0,21.5,13.2,1,-8.732
5092,13,2016,3,4,12.75,0,21.5,13.2,1,2.999
5093,14,2016,3,4,12.75,0,21.5,13.2,1,1.058
5094,15,2016,3,4,12.75,0,21.5,13.2,1,2.848
5095,17,2016,3,4,12.75,0,21.5,13.2,1,2.491
5096,18,2016,3,4,12.75,0,21.5,13.2,1,1.624
5097,19,2016,3,4,12.75,0,21.5,13.2,1,2.112
5098,20,2016,3,4,12.75,0,21.5,13.2,1,2.352
5099,21,2016,3,4,12.75,0,21.5,13.2,1,3.844
5100,0,2016,3,4,13.0,0,21.5,13.2,1,-26.806
5101,3,2016,3,4,13.0,0,21.5,13.2,1,1.317
5102,4,2016,3,4,13.0,0,21.5,13.2,1,0.462
5103,5,2016,3,4,13.0,0,21.5,13.2,1,3.848
5104,8,2016,3,4,13.0,0,21.5,13.2,1,-5.636
5105,9,2016,3,4,13.0,0,21.5,13.2,1,-11.822
5106,10,2016,3,4,13.0,0,21.5,13.2,1,-9.366
5107,13,2016,3,4,13.0,0,21.5,13.2,1,2.974
5108,14,2016,3,4,13.0,0,21.5,13.2,1,1.487
5109,15,2016,3,4,13.0,0,21.5,13.2,1,2.848
5110,17,2016,3,4,13.0,0,21.5,13.2,1,2.756
5111,18,2016,3,4,13.0,0,21.5,13.2,1,1.347
5112,19,2016,3,4,13.0,0,21.5,13.2,1,2.579
5113,20,2016,3,4,13.0,0,21.5,13.2,1,2.82
5114,21,2016,3,4,13.0,0,21.5,13.2,1,4.35
5115,0,2016,3,4,13.25,0,21.5,13.2,1,-29.302
5116,3,2016,3,4,13.25,0,21.5,13.2,1,1.283
5117,4,2016,3,4,13.25,0,21.5,13.2,1,0.479
5118,5,2016,3,4,13.25,0,21.5,13.2,1,4.189
5119,8,2016,3,4,13.25,0,21.5,13.2,1,-6.063
5120,9,2016,3,4,13.25,0,21.5,13.2,1,-12.883
5121,10,2016,3,4,13.25,0,21.5,13.2,1,-10.195
5122,13,2016,3,4,13.25,0,21.5,13.2,1,3.251
5123,14,2016,3,4,13.25,0,21.5,13.2,1,1.978
5124,15,2016,3,4,13.25,0,21.5,13.2,1,3.175
5125,17,2016,3,4,13.25,0,21.5,13.2,1,3.022
5126,18,2016,3,4,13.25,0,21.5,13.2,1,1.338
5127,19,2016,3,4,13.25,0,21.5,13.2,1,2.908
5128,20,2016,3,4,13.25,0,21.5,13.2,1,2.782
5129,21,2016,3,4,13.25,0,21.5,13.2,1,4.792
5130,0,2016,3,4,13.5,0,21.5,13.2,1,-30.188
5131,3,2016,3,4,13.5,0,21.5,13.2,1,0.941
5132,4,2016,3,4,13.5,0,21.5,13.2,1,0.462
5133,5,2016,3,4,13.5,0,21.5,13.2,1,4.241
5134,8,2016,3,4,13.5,0,21.5,13.2,1,-5.594
5135,9,2016,3,4,13.5,0,21.5,13.2,1,-13.981
5136,10,2016,3,4,13.5,0,21.5,13.2,1,-10.585
5137,13,2016,3,4,13.5,0,21.5,13.2,1,3.062
5138,14,2016,3,4,13.5,0,21.5,13.2,1,2.495
5139,15,2016,3,4,13.5,0,21.5,13.2,1,3.024
5140,17,2016,3,4,13.5,0,21.5,13.2,1,3.553
5141,18,2016,3,4,13.5,0,21.5,13.2,1,1.433
5142,19,2016,3,4,13.5,0,21.5,13.2,1,3.123
5143,20,2016,3,4,13.5,0,21.5,13.2,1,2.744
5144,21,2016,3,4,13.5,0,21.5,13.2,1,4.969
5145,0,2016,3,4,13.75,0,21.5,13.2,1,-32.2
5146,3,2016,3,4,13.75,0,21.5,13.2,1,0.838
5147,4,2016,3,4,13.75,0,21.5,13.2,1,0.41
5148,5,2016,3,4,13.75,0,21.5,13.2,1,4.121
5149,8,2016,3,4,13.75,0,21.5,13.2,1,-5.38
5150,9,2016,3,4,13.75,0,21.5,13.2,1,-15.409
5151,10,2016,3,4,13.75,0,21.5,13.2,1,-11.366
5152,13,2016,3,4,13.75,0,21.5,13.2,1,3.478
5153,14,2016,3,4,13.75,0,21.5,13.2,1,2.722
5154,15,2016,3,4,13.75,0,21.5,13.2,1,3.062
5155,17,2016,3,4,13.75,0,21.5,13.2,1,4.071
5156,18,2016,3,4,13.75,0,21.5,13.2,1,1.468
5157,19,2016,3,4,13.75,0,21.5,13.2,1,3.25
5158,20,2016,3,4,13.75,0,21.5,13.2,1,3.136
5159,21,2016,3,4,13.75,0,21.5,13.2,1,5.146
5160,0,2016,3,4,14.0,0,21.5,13.2,1,-32.039
5161,3,2016,3,4,14.0,0,21.5,13.2,1,0.77
5162,4,2016,3,4,14.0,0,21.5,13.2,1,0.376
5163,5,2016,3,4,14.0,0,21.5,13.2,1,4.189
5164,8,2016,3,4,14.0,0,21.5,13.2,1,-5.338
5165,9,2016,3,4,14.0,0,21.5,13.2,1,-15.335
5166,10,2016,3,4,14.0,0,21.5,13.2,1,-11.317
5167,13,2016,3,4,14.0,0,21.5,13.2,1,3.616
5168,14,2016,3,4,14.0,0,21.5,13.2,1,2.331
5169,15,2016,3,4,14.0,0,21.5,13.2,1,2.772
5170,17,2016,3,4,14.0,0,21.5,13.2,1,4.286
5171,18,2016,3,4,14.0,0,21.5,13.2,1,1.637
5172,19,2016,3,4,14.0,0,21.5,13.2,1,3.477
5173,20,2016,3,4,14.0,0,21.5,13.2,1,3.136
5174,21,2016,3,4,14.0,0,21.5,13.2,1,5.437
5175,0,2016,3,4,14.25,0,21.5,13.2,1,-31.556
5176,3,2016,3,4,14.25,0,21.5,13.2,1,0.821
5177,4,2016,3,4,14.25,0,21.5,13.2,1,0.393
5178,5,2016,3,4,14.25,0,21.5,13.2,1,4.121
5179,8,2016,3,4,14.25,0,21.5,13.2,1,-5.338
5180,9,2016,3,4,14.25,0,21.5,13.2,1,-15.079
5181,10,2016,3,4,14.25,0,21.5,13.2,1,-11.122
5182,13,2016,3,4,14.25,0,21.5,13.2,1,3.314
5183,14,2016,3,4,14.25,0,21.5,13.2,1,2.331
5184,15,2016,3,4,14.25,0,21.5,13.2,1,2.911
5185,17,2016,3,4,14.25,0,21.5,13.2,1,4.236
5186,18,2016,3,4,14.25,0,21.5,13.2,1,1.368
5187,19,2016,3,4,14.25,0,21.5,13.2,1,3.072
5188,20,2016,3,4,14.25,0,21.5,13.2,1,3.11
5189,21,2016,3,4,14.25,0,21.5,13.2,1,5.702
5190,0,2016,3,4,14.5,0,21.5,13.2,1,-33.005
5191,3,2016,3,4,14.5,0,21.5,13.2,1,1.129
5192,4,2016,3,4,14.5,0,21.5,13.2,1,0.393
5193,5,2016,3,4,14.5,0,21.5,13.2,1,4.155
5194,8,2016,3,4,14.5,0,21.5,13.2,1,-5.636
5195,9,2016,3,4,14.5,0,21.5,13.2,1,-15.262
5196,10,2016,3,4,14.5,0,21.5,13.2,1,-11.61
5197,13,2016,3,4,14.5,0,21.5,13.2,1,3.515
5198,14,2016,3,4,14.5,0,21.5,13.2,1,2.457
5199,15,2016,3,4,14.5,0,21.5,13.2,1,2.722
5200,17,2016,3,4,14.5,0,21.5,13.2,1,4.312
5201,18,2016,3,4,14.5,0,21.5,13.2,1,1.498
5202,19,2016,3,4,14.5,0,21.5,13.2,1,3.54
5203,20,2016,3,4,14.5,0,21.5,13.2,1,3.25
5204,21,2016,3,4,14.5,0,21.5,13.2,1,5.905
5205,0,2016,3,4,14.75,0,21.5,13.2,1,-31.878
5206,3,2016,3,4,14.75,0,21.5,13.2,1,1.094
5207,4,2016,3,4,14.75,0,21.5,13.2,1,0.359
5208,5,2016,3,4,14.75,0,21.5,13.2,1,4.104
5209,8,2016,3,4,14.75,0,21.5,13.2,1,-5.466
5210,9,2016,3,4,14.75,0,21.5,13.2,1,-15.299
5211,10,2016,3,4,14.75,0,21.5,13.2,1,-11.415
5212,13,2016,3,4,14.75,0,21.5,13.2,1,3.553
5213,14,2016,3,4,14.75,0,21.5,13.2,1,2.117
5214,15,2016,3,4,14.75,0,21.5,13.2,1,2.785
5215,17,2016,3,4,14.75,0,21.5,13.2,1,4.337
5216,18,2016,3,4,14.75,0,21.5,13.2,1,1.563
5217,19,2016,3,4,14.75,0,21.5,13.2,1,3.477
5218,20,2016,3,4,14.75,0,21.5,13.2,1,3.009
5219,21,2016,3,4,14.75,0,21.5,13.2,1,5.551
5220,0,2016,3,4,15.0,0,21.5,13.2,1,-31.958
5221,3,2016,3,4,15.0,0,21.5,13.2,1,1.112
5222,4,2016,3,4,15.0,0,21.5,13.2,1,0.325
5223,5,2016,3,4,15.0,0,21.5,13.2,1,4.189
5224,8,2016,3,4,15.0,0,21.5,13.2,1,-5.594
5225,9,2016,3,4,15.0,0,21.5,13.2,1,-15.152
5226,10,2016,3,4,15.0,0,21.5,13.2,1,-11.366
5227,13,2016,3,4,15.0,0,21.5,13.2,1,3.452
5228,14,2016,3,4,15.0,0,21.5,13.2,1,2.293
5229,15,2016,3,4,15.0,0,21.5,13.2,1,2.873
5230,17,2016,3,4,15.0,0,21.5,13.2,1,4.678
5231,18,2016,3,4,15.0,0,21.5,13.2,1,1.446
5232,19,2016,3,4,15.0,0,21.5,13.2,1,3.25
5233,20,2016,3,4,15.0,0,21.5,13.2,1,2.946
5234,21,2016,3,4,15.0,0,21.5,13.2,1,5.576
5235,0,2016,3,4,15.25,0,21.5,13.2,1,-32.522
5236,3,2016,3,4,15.25,0,21.5,13.2,1,1.163
5237,4,2016,3,4,15.25,0,21.5,13.2,1,0.325
5238,5,2016,3,4,15.25,0,21.5,13.2,1,4.087
5239,8,2016,3,4,15.25,0,21.5,13.2,1,-5.594
5240,9,2016,3,4,15.25,0,21.5,13.2,1,-15.372
5241,10,2016,3,4,15.25,0,21.5,13.2,1,-11.463
5242,13,2016,3,4,15.25,0,21.5,13.2,1,3.263
5243,14,2016,3,4,15.25,0,21.5,13.2,1,2.558
5244,15,2016,3,4,15.25,0,21.5,13.2,1,2.848
5245,17,2016,3,4,15.25,0,21.5,13.2,1,4.539
5246,18,2016,3,4,15.25,0,21.5,13.2,1,1.373
5247,19,2016,3,4,15.25,0,21.5,13.2,1,3.275
5248,20,2016,3,4,15.25,0,21.5,13.2,1,2.959
5249,21,2016,3,4,15.25,0,21.5,13.2,1,5.462
5250,0,2016,3,4,15.5,0,21.5,13.2,1,-32.441
5251,3,2016,3,4,15.5,0,21.5,13.2,1,1.163
5252,4,2016,3,4,15.5,0,21.5,13.2,1,0.325
5253,5,2016,3,4,15.5,0,21.5,13.2,1,4.172
5254,8,2016,3,4,15.5,0,21.5,13.2,1,-5.679
5255,9,2016,3,4,15.5,0,21.5,13.2,1,-15.226
5256,10,2016,3,4,15.5,0,21.5,13.2,1,-11.415
5257,13,2016,3,4,15.5,0,21.5,13.2,1,3.402
5258,14,2016,3,4,15.5,0,21.5,13.2,1,2.293
5259,15,2016,3,4,15.5,0,21.5,13.2,1,2.747
5260,17,2016,3,4,15.5,0,21.5,13.2,1,4.425
5261,18,2016,3,4,15.5,0,21.5,13.2,1,1.663
5262,19,2016,3,4,15.5,0,21.5,13.2,1,3.262
5263,20,2016,3,4,15.5,0,21.5,13.2,1,3.098
5264,21,2016,3,4,15.5,0,21.5,13.2,1,5.475
5265,0,2016,3,4,15.75,0,21.5,13.2,1,-33.488
5266,3,2016,3,4,15.75,0,21.5,13.2,1,1.163
5267,4,2016,3,4,15.75,0,21.5,13.2,1,0.291
5268,5,2016,3,4,15.75,0,21.5,13.2,1,4.018
5269,8,2016,3,4,15.75,0,21.5,13.2,1,-5.594
5270,9,2016,3,4,15.75,0,21.5,13.2,1,-16.141
5271,10,2016,3,4,15.75,0,21.5,13.2,1,-11.805
5272,13,2016,3,4,15.75,0,21.5,13.2,1,3.616
5273,14,2016,3,4,15.75,0,21.5,13.2,1,2.507
5274,15,2016,3,4,15.75,0,21.5,13.2,1,3.188
5275,17,2016,3,4,15.75,0,21.5,13.2,1,4.527
5276,18,2016,3,4,15.75,0,21.5,13.2,1,1.732
5277,19,2016,3,4,15.75,0,21.5,13.2,1,3.389
5278,20,2016,3,4,15.75,0,21.5,13.2,1,2.946
5279,21,2016,3,4,15.75,0,21.5,13.2,1,5.715
5280,0,2016,3,4,16.0,0,21.5,13.2,1,-32.522
5281,3,2016,3,4,16.0,0,21.5,13.2,1,1.163
5282,4,2016,3,4,16.0,0,21.5,13.2,1,0.325
5283,5,2016,3,4,16.0,0,21.5,13.2,1,4.224
5284,8,2016,3,4,16.0,0,21.5,13.2,1,-5.722
5285,9,2016,3,4,16.0,0,21.5,13.2,1,-15.335
5286,10,2016,3,4,16.0,0,21.5,13.2,1,-11.512
5287,13,2016,3,4,16.0,0,21.5,13.2,1,3.679
5288,14,2016,3,4,16.0,0,21.5,13.2,1,2.192
5289,15,2016,3,4,16.0,0,21.5,13.2,1,3.163
5290,17,2016,3,4,16.0,0,21.5,13.2,1,4.4
5291,18,2016,3,4,16.0,0,21.5,13.2,1,1.606
5292,19,2016,3,4,16.0,0,21.5,13.2,1,3.325
5293,20,2016,3,4,16.0,0,21.5,13.2,1,2.971
5294,21,2016,3,4,16.0,0,21.5,13.2,1,5.247
5295,0,2016,3,4,16.25,0,21.5,13.2,1,-32.683
5296,3,2016,3,4,16.25,0,21.5,13.2,1,1.283
5297,4,2016,3,4,16.25,0,21.5,13.2,1,0.308
5298,5,2016,3,4,16.25,0,21.5,13.2,1,3.882
5299,8,2016,3,4,16.25,0,21.5,13.2,1,-5.508
5300,9,2016,3,4,16.25,0,21.5,13.2,1,-15.518
5301,10,2016,3,4,16.25,0,21.5,13.2,1,-11.512
5302,13,2016,3,4,16.25,0,21.5,13.2,1,3.654
5303,14,2016,3,4,16.25,0,21.5,13.2,1,2.255
5304,15,2016,3,4,16.25,0,21.5,13.2,1,3.415
5305,17,2016,3,4,16.25,0,21.5,13.2,1,4.387
5306,18,2016,3,4,16.25,0,21.5,13.2,1,1.576
5307,19,2016,3,4,16.25,0,21.5,13.2,1,3.25
5308,20,2016,3,4,16.25,0,21.5,13.2,1,2.858
5309,21,2016,3,4,16.25,0,21.5,13.2,1,5.538
5310,0,2016,3,4,16.5,0,21.5,13.2,1,-33.005
5311,3,2016,3,4,16.5,0,21.5,13.2,1,1.3
5312,4,2016,3,4,16.5,0,21.5,13.2,1,0.274
5313,5,2016,3,4,16.5,0,21.5,13.2,1,4.155
5314,8,2016,3,4,16.5,0,21.5,13.2,1,-5.679
5315,9,2016,3,4,16.5,0,21.5,13.2,1,-15.482
5316,10,2016,3,4,16.5,0,21.5,13.2,1,-11.707
5317,13,2016,3,4,16.5,0,21.5,13.2,1,3.629
5318,14,2016,3,4,16.5,0,21.5,13.2,1,2.407
5319,15,2016,3,4,16.5,0,21.5,13.2,1,3.263
5320,17,2016,3,4,16.5,0,21.5,13.2,1,4.653
5321,18,2016,3,4,16.5,0,21.5,13.2,1,1.481
5322,19,2016,3,4,16.5,0,21.5,13.2,1,3.174
5323,20,2016,3,4,16.5,0,21.5,13.2,1,3.199
5324,21,2016,3,4,16.5,0,21.5,13.2,1,5.412
5325,0,2016,3,4,16.75,0,21.5,13.2,1,-32.28
5326,3,2016,3,4,16.75,0,21.5,13.2,1,0.992
5327,4,2016,3,4,16.75,0,21.5,13.2,1,0.376
5328,5,2016,3,4,16.75,0,21.5,13.2,1,4.224
5329,8,2016,3,4,16.75,0,21.5,13.2,1,-5.722
5330,9,2016,3,4,16.75,0,21.5,13.2,1,-15.189
5331,10,2016,3,4,16.75,0,21.5,13.2,1,-11.463
5332,13,2016,3,4,16.75,0,21.5,13.2,1,3.805
5333,14,2016,3,4,16.75,0,21.5,13.2,1,2.457
5334,15,2016,3,4,16.75,0,21.5,13.2,1,3.188
5335,17,2016,3,4,16.75,0,21.5,13.2,1,4.64
5336,18,2016,3,4,16.75,0,21.5,13.2,1,1.455
5337,19,2016,3,4,16.75,0,21.5,13.2,1,2.617
5338,20,2016,3,4,16.75,0,21.5,13.2,1,3.009
5339,21,2016,3,4,16.75,0,21.5,13.2,1,5.45
5340,0,2016,3,4,17.0,0,21.5,13.2,1,-31.878
5341,3,2016,3,4,17.0,0,21.5,13.2,1,0.975
5342,4,2016,3,4,17.0,0,21.5,13.2,1,0.393
5343,5,2016,3,4,17.0,0,21.5,13.2,1,4.566
5344,8,2016,3,4,17.0,0,21.5,13.2,1,-5.807
5345,9,2016,3,4,17.0,0,21.5,13.2,1,-14.933
5346,10,2016,3,4,17.0,0,21.5,13.2,1,-11.073
5347,13,2016,3,4,17.0,0,21.5,13.2,1,4.108
5348,14,2016,3,4,17.0,0,21.5,13.2,1,1.89
5349,15,2016,3,4,17.0,0,21.5,13.2,1,3.503
5350,17,2016,3,4,17.0,0,21.5,13.2,1,4.602
5351,18,2016,3,4,17.0,0,21.5,13.2,1,1.204
5352,19,2016,3,4,17.0,0,21.5,13.2,1,2.718
5353,20,2016,3,4,17.0,0,21.5,13.2,1,2.769
5354,21,2016,3,4,17.0,0,21.5,13.2,1,5.159
5355,0,2016,3,4,17.25,0,21.5,13.2,1,-30.67
5356,3,2016,3,4,17.25,0,21.5,13.2,1,1.197
5357,4,2016,3,4,17.25,0,21.5,13.2,1,0.462
5358,5,2016,3,4,17.25,0,21.5,13.2,1,4.72
5359,8,2016,3,4,17.25,0,21.5,13.2,1,-6.405
5360,9,2016,3,4,17.25,0,21.5,13.2,1,-13.725
5361,10,2016,3,4,17.25,0,21.5,13.2,1,-10.683
5362,13,2016,3,4,17.25,0,21.5,13.2,1,3.326
5363,14,2016,3,4,17.25,0,21.5,13.2,1,2.066
5364,15,2016,3,4,17.25,0,21.5,13.2,1,3.44
5365,17,2016,3,4,17.25,0,21.5,13.2,1,4.476
5366,18,2016,3,4,17.25,0,21.5,13.2,1,1.147
5367,19,2016,3,4,17.25,0,21.5,13.2,1,2.314
5368,20,2016,3,4,17.25,0,21.5,13.2,1,2.668
5369,21,2016,3,4,17.25,0,21.5,13.2,1,5.02
5370,0,2016,3,4,17.5,0,21.5,13.2,1,-31.798
5371,3,2016,3,4,17.5,0,21.5,13.2,1,1.231
5372,4,2016,3,4,17.5,0,21.5,13.2,1,0.53
5373,5,2016,3,4,17.5,0,21.5,13.2,1,5.027
5374,8,2016,3,4,17.5,0,21.5,13.2,1,-6.875
5375,9,2016,3,4,17.5,0,21.5,13.2,1,-13.725
5376,10,2016,3,4,17.5,0,21.5,13.2,1,-10.878
5377,13,2016,3,4,17.5,0,21.5,13.2,1,3.881
5378,14,2016,3,4,17.5,0,21.5,13.2,1,1.953
5379,15,2016,3,4,17.5,0,21.5,13.2,1,3.289
5380,17,2016,3,4,17.5,0,21.5,13.2,1,3.869
5381,18,2016,3,4,17.5,0,21.5,13.2,1,1.325
5382,19,2016,3,4,17.5,0,21.5,13.2,1,2.39
5383,20,2016,3,4,17.5,0,21.5,13.2,1,2.706
5384,21,2016,3,4,17.5,0,21.5,13.2,1,5.02
5385,0,2016,3,4,17.75,0,21.5,13.2,1,-30.026
5386,3,2016,3,4,17.75,0,21.5,13.2,1,1.385
5387,4,2016,3,4,17.75,0,21.5,13.2,1,0.65
5388,5,2016,3,4,17.75,0,21.5,13.2,1,5.113
5389,8,2016,3,4,17.75,0,21.5,13.2,1,-7.216
5390,9,2016,3,4,17.75,0,21.5,13.2,1,-12.481
5391,10,2016,3,4,17.75,0,21.5,13.2,1,-10.341
5392,13,2016,3,4,17.75,0,21.5,13.2,1,3.843
5393,14,2016,3,4,17.75,0,21.5,13.2,1,1.676
5394,15,2016,3,4,17.75,0,21.5,13.2,1,3.276
5395,17,2016,3,4,17.75,0,21.5,13.2,1,3.92
5396,18,2016,3,4,17.75,0,21.5,13.2,1,1.308
5397,19,2016,3,4,17.75,0,21.5,13.2,1,1.909
5398,20,2016,3,4,17.75,0,21.5,13.2,1,2.478
5399,21,2016,3,4,17.75,0,21.5,13.2,1,4.312
5400,0,2016,3,4,18.0,0,21.5,13.2,1,-28.014
5401,3,2016,3,4,18.0,0,21.5,13.2,1,1.436
5402,4,2016,3,4,18.0,0,21.5,13.2,1,0.667
5403,5,2016,3,4,18.0,0,21.5,13.2,1,5.062
5404,8,2016,3,4,18.0,0,21.5,13.2,1,-7.174
5405,9,2016,3,4,18.0,0,21.5,13.2,1,-11.236
5406,10,2016,3,4,18.0,0,21.5,13.2,1,-9.512
5407,13,2016,3,4,18.0,0,21.5,13.2,1,3.578
5408,14,2016,3,4,18.0,0,21.5,13.2,1,1.121
5409,15,2016,3,4,18.0,0,21.5,13.2,1,3.137
5410,17,2016,3,4,18.0,0,21.5,13.2,1,3.148
5411,18,2016,3,4,18.0,0,21.5,13.2,1,1.429
5412,19,2016,3,4,18.0,0,21.5,13.2,1,1.707
5413,20,2016,3,4,18.0,0,21.5,13.2,1,2.554
5414,21,2016,3,4,18.0,0,21.5,13.2,1,3.869
5415,0,2016,3,4,18.25,0,21.5,13.2,1,-27.531
5416,3,2016,3,4,18.25,0,21.5,13.2,1,1.351
5417,4,2016,3,4,18.25,0,21.5,13.2,1,0.599
5418,5,2016,3,4,18.25,0,21.5,13.2,1,5.01
5419,8,2016,3,4,18.25,0,21.5,13.2,1,-6.917
5420,9,2016,3,4,18.25,0,21.5,13.2,1,-11.126
5421,10,2016,3,4,18.25,0,21.5,13.2,1,-9.366
5422,13,2016,3,4,18.25,0,21.5,13.2,1,3.553
5423,14,2016,3,4,18.25,0,21.5,13.2,1,1.789
5424,15,2016,3,4,18.25,0,21.5,13.2,1,2.923
5425,17,2016,3,4,18.25,0,21.5,13.2,1,2.997
5426,18,2016,3,4,18.25,0,21.5,13.2,1,1.451
5427,19,2016,3,4,18.25,0,21.5,13.2,1,1.808
5428,20,2016,3,4,18.25,0,21.5,13.2,1,2.63
5429,21,2016,3,4,18.25,0,21.5,13.2,1,3.313
5430,0,2016,3,4,18.5,0,21.5,13.2,1,-26.565
5431,3,2016,3,4,18.5,0,21.5,13.2,1,1.317
5432,4,2016,3,4,18.5,0,21.5,13.2,1,0.684
5433,5,2016,3,4,18.5,0,21.5,13.2,1,4.6
5434,8,2016,3,4,18.5,0,21.5,13.2,1,-6.619
5435,9,2016,3,4,18.5,0,21.5,13.2,1,-10.943
5436,10,2016,3,4,18.5,0,21.5,13.2,1,-9.171
5437,13,2016,3,4,18.5,0,21.5,13.2,1,3.604
5438,14,2016,3,4,18.5,0,21.5,13.2,1,1.739
5439,15,2016,3,4,18.5,0,21.5,13.2,1,2.797
5440,17,2016,3,4,18.5,0,21.5,13.2,1,2.718
5441,18,2016,3,4,18.5,0,21.5,13.2,1,1.585
5442,19,2016,3,4,18.5,0,21.5,13.2,1,1.644
5443,20,2016,3,4,18.5,0,21.5,13.2,1,2.2
5444,21,2016,3,4,18.5,0,21.5,13.2,1,3.616
5445,0,2016,3,4,18.75,0,21.5,13.2,1,-27.209
5446,3,2016,3,4,18.75,0,21.5,13.2,1,1.402
5447,4,2016,3,4,18.75,0,21.5,13.2,1,0.718
5448,5,2016,3,4,18.75,0,21.5,13.2,1,4.685
5449,8,2016,3,4,18.75,0,21.5,13.2,1,-6.832
5450,9,2016,3,4,18.75,0,21.5,13.2,1,-11.053
5451,10,2016,3,4,18.75,0,21.5,13.2,1,-9.268
5452,13,2016,3,4,18.75,0,21.5,13.2,1,3.717
5453,14,2016,3,4,18.75,0,21.5,13.2,1,1.991
5454,15,2016,3,4,18.75,0,21.5,13.2,1,2.785
5455,17,2016,3,4,18.75,0,21.5,13.2,1,2.655
5456,18,2016,3,4,18.75,0,21.5,13.2,1,1.364
5457,19,2016,3,4,18.75,0,21.5,13.2,1,1.656
5458,20,2016,3,4,18.75,0,21.5,13.2,1,2.263
5459,21,2016,3,4,18.75,0,21.5,13.2,1,3.705
5460,0,2016,3,4,19.0,0,21.5,13.2,1,-27.531
5461,3,2016,3,4,19.0,0,21.5,13.2,1,1.368
5462,4,2016,3,4,19.0,0,21.5,13.2,1,0.735
5463,5,2016,3,4,19.0,0,21.5,13.2,1,4.771
5464,8,2016,3,4,19.0,0,21.5,13.2,1,-6.96
5465,9,2016,3,4,19.0,0,21.5,13.2,1,-11.126
5466,10,2016,3,4,19.0,0,21.5,13.2,1,-9.415
5467,13,2016,3,4,19.0,0,21.5,13.2,1,3.15
5468,14,2016,3,4,19.0,0,21.5,13.2,1,2.142
5469,15,2016,3,4,19.0,0,21.5,13.2,1,2.948
5470,17,2016,3,4,19.0,0,21.5,13.2,1,2.756
5471,18,2016,3,4,19.0,0,21.5,13.2,1,1.598
5472,19,2016,3,4,19.0,0,21.5,13.2,1,1.669
5473,20,2016,3,4,19.0,0,21.5,13.2,1,2.175
5474,21,2016,3,4,19.0,0,21.5,13.2,1,3.92
5475,0,2016,3,4,19.25,0,21.5,13.2,1,-28.98
5476,3,2016,3,4,19.25,0,21.5,13.2,1,1.419
5477,4,2016,3,4,19.25,0,21.5,13.2,1,0.838
5478,5,2016,3,4,19.25,0,21.5,13.2,1,5.113
5479,8,2016,3,4,19.25,0,21.5,13.2,1,-7.387
5480,9,2016,3,4,19.25,0,21.5,13.2,1,-11.675
5481,10,2016,3,4,19.25,0,21.5,13.2,1,-9.805
5482,13,2016,3,4,19.25,0,21.5,13.2,1,3.301
5483,14,2016,3,4,19.25,0,21.5,13.2,1,2.659
5484,15,2016,3,4,19.25,0,21.5,13.2,1,3.037
