ID,site,year,month,day,hour,holiday,maxtemp,mintemp,weatherType,load
9831,0.714,0.0,0.0,0.2,0.832,0.0,0.862,1.0,0.25,2.822
9832,0.81,0.0,0.0,0.2,0.832,0.0,0.862,1.0,0.25,2.744
9833,0.857,0.0,0.0,0.2,0.832,0.0,0.862,1.0,0.25,1.316
9834,0.905,0.0,0.0,0.2,0.832,0.0,0.862,1.0,0.25,1.593
9835,0.952,0.0,0.0,0.2,0.832,0.0,0.862,1.0,0.25,2.82
9836,1.0,0.0,0.0,0.2,0.832,0.0,0.862,1.0,0.25,3.894
9837,0.0,0.0,0.0,0.2,0.842,0.0,0.862,1.0,0.25,27.451
9838,0.143,0.0,0.0,0.2,0.842,0.0,0.862,1.0,0.25,1.573
9839,0.19,0.0,0.0,0.2,0.842,0.0,0.862,1.0,0.25,0.462
9840,0.238,0.0,0.0,0.2,0.842,0.0,0.862,1.0,0.25,5.523
9841,0.381,0.0,0.0,0.2,0.842,0.0,0.862,1.0,0.25,6.661
9842,0.429,0.0,0.0,0.2,0.842,0.0,0.862,1.0,0.25,11.2
9843,0.476,0.0,0.0,0.2,0.842,0.0,0.862,1.0,0.25,9.512
9844,0.619,0.0,0.0,0.2,0.842,0.0,0.862,1.0,0.25,2.873
9845,0.667,0.0,0.0,0.2,0.842,0.0,0.862,1.0,0.25,2.255
9846,0.714,0.0,0.0,0.2,0.842,0.0,0.862,1.0,0.25,3.188
9847,0.81,0.0,0.0,0.2,0.842,0.0,0.862,1.0,0.25,2.617
9848,0.857,0.0,0.0,0.2,0.842,0.0,0.862,1.0,0.25,1.269
9849,0.905,0.0,0.0,0.2,0.842,0.0,0.862,1.0,0.25,1.732
9850,0.952,0.0,0.0,0.2,0.842,0.0,0.862,1.0,0.25,3.174
9851,1.0,0.0,0.0,0.2,0.842,0.0,0.862,1.0,0.25,3.831
9852,0.0,0.0,0.0,0.2,0.853,0.0,0.862,1.0,0.25,28.014
9853,0.143,0.0,0.0,0.2,0.853,0.0,0.862,1.0,0.25,1.556
9854,0.19,0.0,0.0,0.2,0.853,0.0,0.862,1.0,0.25,0.479
9855,0.238,0.0,0.0,0.2,0.853,0.0,0.862,1.0,0.25,5.421
9856,0.381,0.0,0.0,0.2,0.853,0.0,0.862,1.0,0.25,6.533
9857,0.429,0.0,0.0,0.2,0.853,0.0,0.862,1.0,0.25,11.785
9858,0.476,0.0,0.0,0.2,0.853,0.0,0.862,1.0,0.25,9.658
9859,0.619,0.0,0.0,0.2,0.853,0.0,0.862,1.0,0.25,3.112
9860,0.667,0.0,0.0,0.2,0.853,0.0,0.862,1.0,0.25,2.596
9861,0.714,0.0,0.0,0.2,0.853,0.0,0.862,1.0,0.25,3.188
9862,0.81,0.0,0.0,0.2,0.853,0.0,0.862,1.0,0.25,2.63
9863,0.857,0.0,0.0,0.2,0.853,0.0,0.862,1.0,0.25,1.381
9864,0.905,0.0,0.0,0.2,0.853,0.0,0.862,1.0,0.25,1.492
9865,0.952,0.0,0.0,0.2,0.853,0.0,0.862,1.0,0.25,3.275
9866,1.0,0.0,0.0,0.2,0.853,0.0,0.862,1.0,0.25,3.958
9867,0.0,0.0,0.0,0.2,0.863,0.0,0.862,1.0,0.25,27.853
9868,0.143,0.0,0.0,0.2,0.863,0.0,0.862,1.0,0.25,1.539
9869,0.19,0.0,0.0,0.2,0.863,0.0,0.862,1.0,0.25,0.479
9870,0.238,0.0,0.0,0.2,0.863,0.0,0.862,1.0,0.25,5.386
9871,0.381,0.0,0.0,0.2,0.863,0.0,0.862,1.0,0.25,6.576
9872,0.429,0.0,0.0,0.2,0.863,0.0,0.862,1.0,0.25,11.529
9873,0.476,0.0,0.0,0.2,0.863,0.0,0.862,1.0,0.25,9.707
9874,0.619,0.0,0.0,0.2,0.863,0.0,0.862,1.0,0.25,3.074
9875,0.667,0.0,0.0,0.2,0.863,0.0,0.862,1.0,0.25,2.495
9876,0.714,0.0,0.0,0.2,0.863,0.0,0.862,1.0,0.25,3.112
9877,0.81,0.0,0.0,0.2,0.863,0.0,0.862,1.0,0.25,2.769
9878,0.857,0.0,0.0,0.2,0.863,0.0,0.862,1.0,0.25,1.576
9879,0.905,0.0,0.0,0.2,0.863,0.0,0.862,1.0,0.25,1.302
9880,0.952,0.0,0.0,0.2,0.863,0.0,0.862,1.0,0.25,2.997
9881,1.0,0.0,0.0,0.2,0.863,0.0,0.862,1.0,0.25,3.768
9882,0.0,0.0,0.0,0.2,0.874,0.0,0.862,1.0,0.25,27.37
9883,0.143,0.0,0.0,0.2,0.874,0.0,0.862,1.0,0.25,1.522
9884,0.19,0.0,0.0,0.2,0.874,0.0,0.862,1.0,0.25,0.581
9885,0.238,0.0,0.0,0.2,0.874,0.0,0.862,1.0,0.25,5.455
9886,0.381,0.0,0.0,0.2,0.874,0.0,0.862,1.0,0.25,6.448
9887,0.429,0.0,0.0,0.2,0.874,0.0,0.862,1.0,0.25,11.383
9888,0.476,0.0,0.0,0.2,0.874,0.0,0.862,1.0,0.25,9.61
9889,0.619,0.0,0.0,0.2,0.874,0.0,0.862,1.0,0.25,2.948
9890,0.667,0.0,0.0,0.2,0.874,0.0,0.862,1.0,0.25,2.696
9891,0.714,0.0,0.0,0.2,0.874,0.0,0.862,1.0,0.25,3.125
9892,0.81,0.0,0.0,0.2,0.874,0.0,0.862,1.0,0.25,2.491
9893,0.857,0.0,0.0,0.2,0.874,0.0,0.862,1.0,0.25,1.58
9894,0.905,0.0,0.0,0.2,0.874,0.0,0.862,1.0,0.25,1.467
9895,0.952,0.0,0.0,0.2,0.874,0.0,0.862,1.0,0.25,2.832
9896,1.0,0.0,0.0,0.2,0.874,0.0,0.862,1.0,0.25,3.566
9897,0.0,0.0,0.0,0.2,0.884,0.0,0.862,1.0,0.25,26.646
9898,0.143,0.0,0.0,0.2,0.884,0.0,0.862,1.0,0.25,1.402
9899,0.19,0.0,0.0,0.2,0.884,0.0,0.862,1.0,0.25,0.65
9900,0.238,0.0,0.0,0.2,0.884,0.0,0.862,1.0,0.25,5.096
9901,0.381,0.0,0.0,0.2,0.884,0.0,0.862,1.0,0.25,5.893
9902,0.429,0.0,0.0,0.2,0.884,0.0,0.862,1.0,0.25,11.383
9903,0.476,0.0,0.0,0.2,0.884,0.0,0.862,1.0,0.25,9.463
9904,0.619,0.0,0.0,0.2,0.884,0.0,0.862,1.0,0.25,2.974
9905,0.667,0.0,0.0,0.2,0.884,0.0,0.862,1.0,0.25,2.684
9906,0.714,0.0,0.0,0.2,0.884,0.0,0.862,1.0,0.25,3.062
9907,0.81,0.0,0.0,0.2,0.884,0.0,0.862,1.0,0.25,2.453
9908,0.857,0.0,0.0,0.2,0.884,0.0,0.862,1.0,0.25,1.689
9909,0.905,0.0,0.0,0.2,0.884,0.0,0.862,1.0,0.25,1.479
9910,0.952,0.0,0.0,0.2,0.884,0.0,0.862,1.0,0.25,2.832
9911,1.0,0.0,0.0,0.2,0.884,0.0,0.862,1.0,0.25,3.553
9912,0.0,0.0,0.0,0.2,0.895,0.0,0.862,1.0,0.25,25.358
9913,0.143,0.0,0.0,0.2,0.895,0.0,0.862,1.0,0.25,1.334
9914,0.19,0.0,0.0,0.2,0.895,0.0,0.862,1.0,0.25,0.684
9915,0.238,0.0,0.0,0.2,0.895,0.0,0.862,1.0,0.25,4.976
9916,0.381,0.0,0.0,0.2,0.895,0.0,0.862,1.0,0.25,5.636
9917,0.429,0.0,0.0,0.2,0.895,0.0,0.862,1.0,0.25,10.797
9918,0.476,0.0,0.0,0.2,0.895,0.0,0.862,1.0,0.25,8.927
9919,0.619,0.0,0.0,0.2,0.895,0.0,0.862,1.0,0.25,2.822
9920,0.667,0.0,0.0,0.2,0.895,0.0,0.862,1.0,0.25,2.608
9921,0.714,0.0,0.0,0.2,0.895,0.0,0.862,1.0,0.25,2.948
9922,0.81,0.0,0.0,0.2,0.895,0.0,0.862,1.0,0.25,2.149
9923,0.857,0.0,0.0,0.2,0.895,0.0,0.862,1.0,0.25,1.585
9924,0.905,0.0,0.0,0.2,0.895,0.0,0.862,1.0,0.25,1.264
9925,0.952,0.0,0.0,0.2,0.895,0.0,0.862,1.0,0.25,2.554
9926,1.0,0.0,0.0,0.2,0.895,0.0,0.862,1.0,0.25,3.363
9927,0.0,0.0,0.0,0.2,0.905,0.0,0.862,1.0,0.25,24.713
9928,0.143,0.0,0.0,0.2,0.905,0.0,0.862,1.0,0.25,1.436
9929,0.19,0.0,0.0,0.2,0.905,0.0,0.862,1.0,0.25,0.735
9930,0.238,0.0,0.0,0.2,0.905,0.0,0.862,1.0,0.25,4.873
9931,0.381,0.0,0.0,0.2,0.905,0.0,0.862,1.0,0.25,5.636
9932,0.429,0.0,0.0,0.2,0.905,0.0,0.862,1.0,0.25,10.358
9933,0.476,0.0,0.0,0.2,0.905,0.0,0.862,1.0,0.25,8.683
9934,0.619,0.0,0.0,0.2,0.905,0.0,0.862,1.0,0.25,2.747
9935,0.667,0.0,0.0,0.2,0.905,0.0,0.862,1.0,0.25,2.381
9936,0.714,0.0,0.0,0.2,0.905,0.0,0.862,1.0,0.25,2.734
9937,0.81,0.0,0.0,0.2,0.905,0.0,0.862,1.0,0.25,2.099
9938,0.857,0.0,0.0,0.2,0.905,0.0,0.862,1.0,0.25,1.606
9939,0.905,0.0,0.0,0.2,0.905,0.0,0.862,1.0,0.25,1.669
9940,0.952,0.0,0.0,0.2,0.905,0.0,0.862,1.0,0.25,2.921
9941,1.0,0.0,0.0,0.2,0.905,0.0,0.862,1.0,0.25,3.11
9942,0.0,0.0,0.0,0.2,0.916,0.0,0.862,1.0,0.25,23.828
9943,0.143,0.0,0.0,0.2,0.916,0.0,0.862,1.0,0.25,1.419
9944,0.19,0.0,0.0,0.2,0.916,0.0,0.862,1.0,0.25,0.787
9945,0.238,0.0,0.0,0.2,0.916,0.0,0.862,1.0,0.25,4.873
9946,0.381,0.0,0.0,0.2,0.916,0.0,0.862,1.0,0.25,5.508
9947,0.429,0.0,0.0,0.2,0.916,0.0,0.862,1.0,0.25,9.992
9948,0.476,0.0,0.0,0.2,0.916,0.0,0.862,1.0,0.25,8.39
9949,0.619,0.0,0.0,0.2,0.916,0.0,0.862,1.0,0.25,2.583
9950,0.667,0.0,0.0,0.2,0.916,0.0,0.862,1.0,0.25,2.507
9951,0.714,0.0,0.0,0.2,0.916,0.0,0.862,1.0,0.25,2.293
9952,0.81,0.0,0.0,0.2,0.916,0.0,0.862,1.0,0.25,1.77
9953,0.857,0.0,0.0,0.2,0.916,0.0,0.862,1.0,0.25,1.775
9954,0.905,0.0,0.0,0.2,0.916,0.0,0.862,1.0,0.25,1.682
9955,0.952,0.0,0.0,0.2,0.916,0.0,0.862,1.0,0.25,2.529
9956,1.0,0.0,0.0,0.2,0.916,0.0,0.862,1.0,0.25,2.895
9957,0.0,0.0,0.0,0.2,0.926,0.0,0.862,1.0,0.25,22.621
9958,0.143,0.0,0.0,0.2,0.926,0.0,0.862,1.0,0.25,1.248
9959,0.19,0.0,0.0,0.2,0.926,0.0,0.862,1.0,0.25,0.855
9960,0.238,0.0,0.0,0.2,0.926,0.0,0.862,1.0,0.25,4.514
9961,0.381,0.0,0.0,0.2,0.926,0.0,0.862,1.0,0.25,4.911
9962,0.429,0.0,0.0,0.2,0.926,0.0,0.862,1.0,0.25,9.992
9963,0.476,0.0,0.0,0.2,0.926,0.0,0.862,1.0,0.25,8.097
9964,0.619,0.0,0.0,0.2,0.926,0.0,0.862,1.0,0.25,2.432
9965,0.667,0.0,0.0,0.2,0.926,0.0,0.862,1.0,0.25,2.281
9966,0.714,0.0,0.0,0.2,0.926,0.0,0.862,1.0,0.25,2.369
9967,0.81,0.0,0.0,0.2,0.926,0.0,0.862,1.0,0.25,1.795
9968,0.857,0.0,0.0,0.2,0.926,0.0,0.862,1.0,0.25,1.589
9969,0.905,0.0,0.0,0.2,0.926,0.0,0.862,1.0,0.25,1.859
9970,0.952,0.0,0.0,0.2,0.926,0.0,0.862,1.0,0.25,2.567
9971,1.0,0.0,0.0,0.2,0.926,0.0,0.862,1.0,0.25,2.933
9972,0.0,0.0,0.0,0.2,0.937,0.0,0.862,1.0,0.25,21.735
9973,0.143,0.0,0.0,0.2,0.937,0.0,0.862,1.0,0.25,1.214
9974,0.19,0.0,0.0,0.2,0.937,0.0,0.862,1.0,0.25,0.923
9975,0.238,0.0,0.0,0.2,0.937,0.0,0.862,1.0,0.25,4.275
9976,0.381,0.0,0.0,0.2,0.937,0.0,0.862,1.0,0.25,4.654
9977,0.429,0.0,0.0,0.2,0.937,0.0,0.862,1.0,0.25,9.443
9978,0.476,0.0,0.0,0.2,0.937,0.0,0.862,1.0,0.25,7.707
9979,0.619,0.0,0.0,0.2,0.937,0.0,0.862,1.0,0.25,2.218
9980,0.667,0.0,0.0,0.2,0.937,0.0,0.862,1.0,0.25,2.344
9981,0.714,0.0,0.0,0.2,0.937,0.0,0.862,1.0,0.25,2.293
9982,0.81,0.0,0.0,0.2,0.937,0.0,0.862,1.0,0.25,1.467
9983,0.857,0.0,0.0,0.2,0.937,0.0,0.862,1.0,0.25,1.515
9984,0.905,0.0,0.0,0.2,0.937,0.0,0.862,1.0,0.25,1.732
9985,0.952,0.0,0.0,0.2,0.937,0.0,0.862,1.0,0.25,2.529
9986,1.0,0.0,0.0,0.2,0.937,0.0,0.862,1.0,0.25,2.908
9987,0.0,0.0,0.0,0.2,0.947,0.0,0.862,1.0,0.25,20.125
9988,0.143,0.0,0.0,0.2,0.947,0.0,0.862,1.0,0.25,1.06
9989,0.19,0.0,0.0,0.2,0.947,0.0,0.862,1.0,0.25,0.975
9990,0.238,0.0,0.0,0.2,0.947,0.0,0.862,1.0,0.25,3.728
9991,0.381,0.0,0.0,0.2,0.947,0.0,0.862,1.0,0.25,3.886
9992,0.429,0.0,0.0,0.2,0.947,0.0,0.862,1.0,0.25,9.04
9993,0.476,0.0,0.0,0.2,0.947,0.0,0.862,1.0,0.25,7.219
9994,0.619,0.0,0.0,0.2,0.947,0.0,0.862,1.0,0.25,2.18
9995,0.667,0.0,0.0,0.2,0.947,0.0,0.862,1.0,0.25,1.613
9996,0.714,0.0,0.0,0.2,0.947,0.0,0.862,1.0,0.25,2.331
9997,0.81,0.0,0.0,0.2,0.947,0.0,0.862,1.0,0.25,1.315
9998,0.857,0.0,0.0,0.2,0.947,0.0,0.862,1.0,0.25,1.598
9999,0.905,0.0,0.0,0.2,0.947,0.0,0.862,1.0,0.25,1.758
10000,0.952,0.0,0.0,0.2,0.947,0.0,0.862,1.0,0.25,2.466
10001,1.0,0.0,0.0,0.2,0.947,0.0,0.862,1.0,0.25,2.807
10002,0.0,0.0,0.0,0.2,0.958,0.0,0.862,1.0,0.25,19.24
10003,0.143,0.0,0.0,0.2,0.958,0.0,0.862,1.0,0.25,1.077
10004,0.19,0.0,0.0,0.2,0.958,0.0,0.862,1.0,0.25,1.009
10005,0.238,0.0,0.0,0.2,0.958,0.0,0.862,1.0,0.25,3.54
10006,0.381,0.0,0.0,0.2,0.958,0.0,0.862,1.0,0.25,3.587
10007,0.429,0.0,0.0,0.2,0.958,0.0,0.862,1.0,0.25,8.784
10008,0.476,0.0,0.0,0.2,0.958,0.0,0.862,1.0,0.25,6.927
10009,0.619,0.0,0.0,0.2,0.958,0.0,0.862,1.0,0.25,2.079
10010,0.667,0.0,0.0,0.2,0.958,0.0,0.862,1.0,0.25,1.373
10011,0.714,0.0,0.0,0.2,0.958,0.0,0.862,1.0,0.25,2.318
10012,0.81,0.0,0.0,0.2,0.958,0.0,0.862,1.0,0.25,1.416
10013,0.857,0.0,0.0,0.2,0.958,0.0,0.862,1.0,0.25,1.528
10014,0.905,0.0,0.0,0.2,0.958,0.0,0.862,1.0,0.25,1.745
10015,0.952,0.0,0.0,0.2,0.958,0.0,0.862,1.0,0.25,2.263
10016,1.0,0.0,0.0,0.2,0.958,0.0,0.862,1.0,0.25,2.756
10017,0.0,0.0,0.0,0.2,0.968,0.0,0.862,1.0,0.25,18.515
10018,0.143,0.0,0.0,0.2,0.968,0.0,0.862,1.0,0.25,0.992
10019,0.19,0.0,0.0,0.2,0.968,0.0,0.862,1.0,0.25,0.941
10020,0.238,0.0,0.0,0.2,0.968,0.0,0.862,1.0,0.25,3.865
10021,0.381,0.0,0.0,0.2,0.968,0.0,0.862,1.0,0.25,3.886
10022,0.429,0.0,0.0,0.2,0.968,0.0,0.862,1.0,0.25,8.089
10023,0.476,0.0,0.0,0.2,0.968,0.0,0.862,1.0,0.25,6.537
10024,0.619,0.0,0.0,0.2,0.968,0.0,0.862,1.0,0.25,2.092
10025,0.667,0.0,0.0,0.2,0.968,0.0,0.862,1.0,0.25,0.97
10026,0.714,0.0,0.0,0.2,0.968,0.0,0.862,1.0,0.25,2.079
10027,0.81,0.0,0.0,0.2,0.968,0.0,0.862,1.0,0.25,1.391
10028,0.857,0.0,0.0,0.2,0.968,0.0,0.862,1.0,0.25,1.368
10029,0.905,0.0,0.0,0.2,0.968,0.0,0.862,1.0,0.25,1.871
10030,0.952,0.0,0.0,0.2,0.968,0.0,0.862,1.0,0.25,1.972
10031,1.0,0.0,0.0,0.2,0.968,0.0,0.862,1.0,0.25,2.769
10032,0.0,0.0,0.0,0.2,0.979,0.0,0.862,1.0,0.25,19.32
10033,0.143,0.0,0.0,0.2,0.979,0.0,0.862,1.0,0.25,1.334
10034,0.19,0.0,0.0,0.2,0.979,0.0,0.862,1.0,0.25,0.787
10035,0.238,0.0,0.0,0.2,0.979,0.0,0.862,1.0,0.25,4.258
10036,0.381,0.0,0.0,0.2,0.979,0.0,0.862,1.0,0.25,4.911
10037,0.429,0.0,0.0,0.2,0.979,0.0,0.862,1.0,0.25,7.649
10038,0.476,0.0,0.0,0.2,0.979,0.0,0.862,1.0,0.25,6.78
10039,0.619,0.0,0.0,0.2,0.979,0.0,0.862,1.0,0.25,2.029
10040,0.667,0.0,0.0,0.2,0.979,0.0,0.862,1.0,0.25,0.932
10041,0.714,0.0,0.0,0.2,0.979,0.0,0.862,1.0,0.25,1.978
10042,0.81,0.0,0.0,0.2,0.979,0.0,0.862,1.0,0.25,1.302
10043,0.857,0.0,0.0,0.2,0.979,0.0,0.862,1.0,0.25,1.342
10044,0.905,0.0,0.0,0.2,0.979,0.0,0.862,1.0,0.25,1.947
10045,0.952,0.0,0.0,0.2,0.979,0.0,0.862,1.0,0.25,2.048
10046,1.0,0.0,0.0,0.2,0.979,0.0,0.862,1.0,0.25,2.997
10047,0.0,0.0,0.0,0.2,0.989,0.0,0.862,1.0,0.25,19.562
10048,0.143,0.0,0.0,0.2,0.989,0.0,0.862,1.0,0.25,1.18
10049,0.19,0.0,0.0,0.2,0.989,0.0,0.862,1.0,0.25,0.855
10050,0.238,0.0,0.0,0.2,0.989,0.0,0.862,1.0,0.25,4.36
10051,0.381,0.0,0.0,0.2,0.989,0.0,0.862,1.0,0.25,4.74
10052,0.429,0.0,0.0,0.2,0.989,0.0,0.862,1.0,0.25,7.979
10053,0.476,0.0,0.0,0.2,0.989,0.0,0.862,1.0,0.25,6.829
10054,0.619,0.0,0.0,0.2,0.989,0.0,0.862,1.0,0.25,1.802
10055,0.667,0.0,0.0,0.2,0.989,0.0,0.862,1.0,0.25,0.895
10056,0.714,0.0,0.0,0.2,0.989,0.0,0.862,1.0,0.25,2.003
10057,0.81,0.0,0.0,0.2,0.989,0.0,0.862,1.0,0.25,1.328
10058,0.857,0.0,0.0,0.2,0.989,0.0,0.862,1.0,0.25,1.585
10059,0.905,0.0,0.0,0.2,0.989,0.0,0.862,1.0,0.25,2.2
10060,0.952,0.0,0.0,0.2,0.989,0.0,0.862,1.0,0.25,2.162
10061,1.0,0.0,0.0,0.2,0.989,0.0,0.862,1.0,0.25,2.933
10062,0.0,0.0,0.0,0.2,1.0,0.0,0.862,1.0,0.25,20.125
10063,0.143,0.0,0.0,0.2,1.0,0.0,0.862,1.0,0.25,1.265
10064,0.19,0.0,0.0,0.2,1.0,0.0,0.862,1.0,0.25,0.838
10065,0.238,0.0,0.0,0.2,1.0,0.0,0.862,1.0,0.25,4.412
10066,0.381,0.0,0.0,0.2,1.0,0.0,0.862,1.0,0.25,4.825
10067,0.429,0.0,0.0,0.2,1.0,0.0,0.862,1.0,0.25,8.235
10068,0.476,0.0,0.0,0.2,1.0,0.0,0.862,1.0,0.25,7.122
10069,0.619,0.0,0.0,0.2,1.0,0.0,0.862,1.0,0.25,1.789
10070,0.667,0.0,0.0,0.2,1.0,0.0,0.862,1.0,0.25,1.827
10071,0.714,0.0,0.0,0.2,1.0,0.0,0.862,1.0,0.25,1.966
10072,0.81,0.0,0.0,0.2,1.0,0.0,0.862,1.0,0.25,1.214
10073,0.857,0.0,0.0,0.2,1.0,0.0,0.862,1.0,0.25,1.256
10074,0.905,0.0,0.0,0.2,1.0,0.0,0.862,1.0,0.25,1.96
10075,0.952,0.0,0.0,0.2,1.0,0.0,0.862,1.0,0.25,2.187
10076,1.0,0.0,0.0,0.2,1.0,0.0,0.862,1.0,0.25,3.224
10077,0.0,0.0,0.0,0.233,0.0,0.0,0.623,0.74,0.75,20.93
10078,0.143,0.0,0.0,0.233,0.0,0.0,0.623,0.74,0.75,1.248
10079,0.19,0.0,0.0,0.233,0.0,0.0,0.623,0.74,0.75,0.889
10080,0.238,0.0,0.0,0.233,0.0,0.0,0.623,0.74,0.75,4.343
10081,0.381,0.0,0.0,0.233,0.0,0.0,0.623,0.74,0.75,4.825
10082,0.429,0.0,0.0,0.233,0.0,0.0,0.623,0.74,0.75,8.747
10083,0.476,0.0,0.0,0.233,0.0,0.0,0.623,0.74,0.75,7.366
10084,0.619,0.0,0.0,0.233,0.0,0.0,0.623,0.74,0.75,1.663
10085,0.667,0.0,0.0,0.233,0.0,0.0,0.623,0.74,0.75,2.457
10086,0.714,0.0,0.0,0.233,0.0,0.0,0.623,0.74,0.75,1.903
10087,0.81,0.0,0.0,0.233,0.0,0.0,0.623,0.74,0.75,1.163
10088,0.857,0.0,0.0,0.233,0.0,0.0,0.623,0.74,0.75,1.528
10089,0.905,0.0,0.0,0.233,0.0,0.0,0.623,0.74,0.75,1.897
10090,0.952,0.0,0.0,0.233,0.0,0.0,0.623,0.74,0.75,2.137
10091,1.0,0.0,0.0,0.233,0.0,0.0,0.623,0.74,0.75,3.287
10092,0.0,0.0,0.0,0.233,0.011,0.0,0.623,0.74,0.75,20.608
10093,0.143,0.0,0.0,0.233,0.011,0.0,0.623,0.74,0.75,1.214
10094,0.19,0.0,0.0,0.233,0.011,0.0,0.623,0.74,0.75,0.752
10095,0.238,0.0,0.0,0.233,0.011,0.0,0.623,0.74,0.75,4.036
10096,0.381,0.0,0.0,0.233,0.011,0.0,0.623,0.74,0.75,4.441
10097,0.429,0.0,0.0,0.233,0.011,0.0,0.623,0.74,0.75,8.894
10098,0.476,0.0,0.0,0.233,0.011,0.0,0.623,0.74,0.75,7.268
10099,0.619,0.0,0.0,0.233,0.011,0.0,0.623,0.74,0.75,1.688
10100,0.667,0.0,0.0,0.233,0.011,0.0,0.623,0.74,0.75,2.268
10101,0.714,0.0,0.0,0.233,0.011,0.0,0.623,0.74,0.75,1.928
10102,0.81,0.0,0.0,0.233,0.011,0.0,0.623,0.74,0.75,1.214
10103,0.857,0.0,0.0,0.233,0.011,0.0,0.623,0.74,0.75,1.325
10104,0.905,0.0,0.0,0.233,0.011,0.0,0.623,0.74,0.75,1.909
10105,0.952,0.0,0.0,0.233,0.011,0.0,0.623,0.74,0.75,2.2
10106,1.0,0.0,0.0,0.233,0.011,0.0,0.623,0.74,0.75,3.275
10107,0.0,0.0,0.0,0.233,0.021,0.0,0.623,0.74,0.75,19.883
10108,0.143,0.0,0.0,0.233,0.021,0.0,0.623,0.74,0.75,1.18
10109,0.19,0.0,0.0,0.233,0.021,0.0,0.623,0.74,0.75,0.958
10110,0.238,0.0,0.0,0.233,0.021,0.0,0.623,0.74,0.75,4.395
10111,0.381,0.0,0.0,0.233,0.021,0.0,0.623,0.74,0.75,4.697
10112,0.429,0.0,0.0,0.233,0.021,0.0,0.623,0.74,0.75,8.235
10113,0.476,0.0,0.0,0.233,0.021,0.0,0.623,0.74,0.75,6.878
10114,0.619,0.0,0.0,0.233,0.021,0.0,0.623,0.74,0.75,1.625
10115,0.667,0.0,0.0,0.233,0.021,0.0,0.623,0.74,0.75,2.041
10116,0.714,0.0,0.0,0.233,0.021,0.0,0.623,0.74,0.75,1.865
10117,0.81,0.0,0.0,0.233,0.021,0.0,0.623,0.74,0.75,1.277
10118,0.857,0.0,0.0,0.233,0.021,0.0,0.623,0.74,0.75,1.455
10119,0.905,0.0,0.0,0.233,0.021,0.0,0.623,0.74,0.75,1.745
10120,0.952,0.0,0.0,0.233,0.021,0.0,0.623,0.74,0.75,2.225
10121,1.0,0.0,0.0,0.233,0.021,0.0,0.623,0.74,0.75,2.668
10122,0.0,0.0,0.0,0.233,0.032,0.0,0.623,0.74,0.75,19.964
10123,0.143,0.0,0.0,0.233,0.032,0.0,0.623,0.74,0.75,1.248
10124,0.19,0.0,0.0,0.233,0.032,0.0,0.623,0.74,0.75,0.855
10125,0.238,0.0,0.0,0.233,0.032,0.0,0.623,0.74,0.75,3.677
10126,0.381,0.0,0.0,0.233,0.032,0.0,0.623,0.74,0.75,4.185
10127,0.429,0.0,0.0,0.233,0.032,0.0,0.623,0.74,0.75,8.491
10128,0.476,0.0,0.0,0.233,0.032,0.0,0.623,0.74,0.75,6.976
10129,0.619,0.0,0.0,0.233,0.032,0.0,0.623,0.74,0.75,1.55
10130,0.667,0.0,0.0,0.233,0.032,0.0,0.623,0.74,0.75,2.255
10131,0.714,0.0,0.0,0.233,0.032,0.0,0.623,0.74,0.75,1.663
10132,0.81,0.0,0.0,0.233,0.032,0.0,0.623,0.74,0.75,1.264
10133,0.857,0.0,0.0,0.233,0.032,0.0,0.623,0.74,0.75,1.641
10134,0.905,0.0,0.0,0.233,0.032,0.0,0.623,0.74,0.75,1.644
10135,0.952,0.0,0.0,0.233,0.032,0.0,0.623,0.74,0.75,2.579
10136,1.0,0.0,0.0,0.233,0.032,0.0,0.623,0.74,0.75,2.984
10137,0.0,0.0,0.0,0.233,0.042,0.0,0.623,0.74,0.75,18.998
10138,0.143,0.0,0.0,0.233,0.042,0.0,0.623,0.74,0.75,1.163
10139,0.19,0.0,0.0,0.233,0.042,0.0,0.623,0.74,0.75,0.889
10140,0.238,0.0,0.0,0.233,0.042,0.0,0.623,0.74,0.75,3.848
10141,0.381,0.0,0.0,0.233,0.042,0.0,0.623,0.74,0.75,4.185
10142,0.429,0.0,0.0,0.233,0.042,0.0,0.623,0.74,0.75,8.125
10143,0.476,0.0,0.0,0.233,0.042,0.0,0.623,0.74,0.75,6.78
10144,0.619,0.0,0.0,0.233,0.042,0.0,0.623,0.74,0.75,1.562
10145,0.667,0.0,0.0,0.233,0.042,0.0,0.623,0.74,0.75,1.827
10146,0.714,0.0,0.0,0.233,0.042,0.0,0.623,0.74,0.75,1.802
10147,0.81,0.0,0.0,0.233,0.042,0.0,0.623,0.74,0.75,1.252
10148,0.857,0.0,0.0,0.233,0.042,0.0,0.623,0.74,0.75,1.559
10149,0.905,0.0,0.0,0.233,0.042,0.0,0.623,0.74,0.75,1.606
10150,0.952,0.0,0.0,0.233,0.042,0.0,0.623,0.74,0.75,2.061
10151,1.0,0.0,0.0,0.233,0.042,0.0,0.623,0.74,0.75,3.186
10152,0.0,0.0,0.0,0.233,0.053,0.0,0.623,0.74,0.75,19.32
10153,0.143,0.0,0.0,0.233,0.053,0.0,0.623,0.74,0.75,1.197
10154,0.19,0.0,0.0,0.233,0.053,0.0,0.623,0.74,0.75,0.872
