ID,hour,holiday,maxtemp,mintemp,load
1421,0.811,0,0.413,0.3,27.853
1422,0.821,0,0.413,0.3,29.06
1423,0.832,0,0.413,0.3,29.785
1424,0.842,0,0.413,0.3,29.382
1425,0.853,0,0.413,0.3,29.624
1426,0.863,0,0.413,0.3,29.382
1427,0.874,0,0.413,0.3,29.865
1428,0.884,0,0.413,0.3,27.611
1429,0.895,0,0.413,0.3,27.37
1430,0.905,0,0.413,0.3,25.921
1431,0.916,0,0.413,0.3,25.277
1432,0.926,0,0.413,0.3,24.069
1433,0.937,0,0.413,0.3,22.942
1434,0.947,0,0.413,0.3,21.493
1435,0.958,0,0.413,0.3,20.447
1436,0.968,0,0.413,0.3,20.608
1437,0.979,0,0.413,0.3,21.654
1438,0.989,0,0.413,0.3,22.621
1439,1,0,0.413,0.3,23.264
1440,0,0,0.601,0.29,22.057
1441,0.011,0,0.601,0.29,22.137
1442,0.021,0,0.601,0.29,21.896
1443,0.032,0,0.601,0.29,20.688
1444,0.042,0,0.601,0.29,20.366
1445,0.053,0,0.601,0.29,20.93
1446,0.063,0,0.601,0.29,21.01
1447,0.074,0,0.601,0.29,20.688
1448,0.084,0,0.601,0.29,19.079
1449,0.095,0,0.601,0.29,19.4
1450,0.105,0,0.601,0.29,18.757
1451,0.116,0,0.601,0.29,18.595
1452,0.126,0,0.601,0.29,18.917
1453,0.137,0,0.601,0.29,18.112
1454,0.147,0,0.601,0.29,18.354
1455,0.158,0,0.601,0.29,16.744
1456,0.168,0,0.601,0.29,16.663
1457,0.179,0,0.601,0.29,16.663
1458,0.189,0,0.601,0.29,16.905
1459,0.2,0,0.601,0.29,16.1
1460,0.211,0,0.601,0.29,15.536
1461,0.221,0,0.601,0.29,15.698
1462,0.232,0,0.601,0.29,15.536
1463,0.242,0,0.601,0.29,16.02
1464,0.253,0,0.601,0.29,16.02
1465,0.263,0,0.601,0.29,16.824
1466,0.274,0,0.601,0.29,17.227
1467,0.284,0,0.601,0.29,18.998
1468,0.295,0,0.601,0.29,19.722
1469,0.305,0,0.601,0.29,20.447
1470,0.316,0,0.601,0.29,22.137
1471,0.326,0,0.601,0.29,23.104
1472,0.337,0,0.601,0.29,24.794
1473,0.347,0,0.601,0.29,28.175
1474,0.358,0,0.601,0.29,30.751
1475,0.368,0,0.601,0.29,31.958
1476,0.379,0,0.601,0.29,33.327
1477,0.389,0,0.601,0.29,32.924
1478,0.4,0,0.601,0.29,32.28
1479,0.411,0,0.601,0.29,32.683
1480,0.421,0,0.601,0.29,32.844
1481,0.432,0,0.601,0.29,33.649
1482,0.442,0,0.601,0.29,33.971
1483,0.453,0,0.601,0.29,33.81
1484,0.463,0,0.601,0.29,33.81
1485,0.474,0,0.601,0.29,35.42
1486,0.484,0,0.601,0.29,35.259
1487,0.495,0,0.601,0.29,33.408
1488,0.505,0,0.601,0.29,25.116
1489,0.516,0,0.601,0.29,23.506
1490,0.526,0,0.601,0.29,23.667
1491,0.537,0,0.601,0.29,23.989
1492,0.547,0,0.601,0.29,24.875
1493,0.558,0,0.601,0.29,26.887
1494,0.568,0,0.601,0.29,28.014
1495,0.579,0,0.601,0.29,30.429
1496,0.589,0,0.601,0.29,31.314
1497,0.6,0,0.601,0.29,31.314
1498,0.611,0,0.601,0.29,31.073
1499,0.621,0,0.601,0.29,31.958
1500,0.632,0,0.601,0.29,30.831
1501,0.642,0,0.601,0.29,31.636
1502,0.653,0,0.601,0.29,32.28
1503,0.663,0,0.601,0.29,32.119
1504,0.674,0,0.601,0.29,32.039
1505,0.684,0,0.601,0.29,32.2
1506,0.695,0,0.601,0.29,31.878
1507,0.705,0,0.601,0.29,32.603
1508,0.716,0,0.601,0.29,32.844
1509,0.726,0,0.601,0.29,32.2
1510,0.737,0,0.601,0.29,31.314
1511,0.747,0,0.601,0.29,30.107
1512,0.758,0,0.601,0.29,28.899
1513,0.768,0,0.601,0.29,27.934
1514,0.779,0,0.601,0.29,27.853
1515,0.789,0,0.601,0.29,27.772
1516,0.8,0,0.601,0.29,27.934
1517,0.811,0,0.601,0.29,28.577
1518,0.821,0,0.601,0.29,28.98
1519,0.832,0,0.601,0.29,29.624
1520,0.842,0,0.601,0.29,28.577
1521,0.853,0,0.601,0.29,28.175
1522,0.863,0,0.601,0.29,28.255
1523,0.874,0,0.601,0.29,27.531
1524,0.884,0,0.601,0.29,26.001
1525,0.895,0,0.601,0.29,25.518
1526,0.905,0,0.601,0.29,24.472
1527,0.916,0,0.601,0.29,23.345
1528,0.926,0,0.601,0.29,22.942
1529,0.937,0,0.601,0.29,21.171
1530,0.947,0,0.601,0.29,19.481
1531,0.958,0,0.601,0.29,19.642
1532,0.968,0,0.601,0.29,18.434
1533,0.979,0,0.601,0.29,19.562
1534,0.989,0,0.601,0.29,20.366
1535,1,0,0.601,0.29,20.688
1536,0,0,0.457,0.52,20.769
1537,0.011,0,0.457,0.52,20.125
1538,0.021,0,0.457,0.52,20.205
1539,0.032,0,0.457,0.52,18.757
1540,0.042,0,0.457,0.52,19.883
1541,0.053,0,0.457,0.52,19.4
1542,0.063,0,0.457,0.52,18.274
1543,0.074,0,0.457,0.52,19.24
1544,0.084,0,0.457,0.52,18.998
1545,0.095,0,0.457,0.52,18.917
1546,0.105,0,0.457,0.52,18.193
1547,0.116,0,0.457,0.52,17.066
1548,0.126,0,0.457,0.52,17.066
1549,0.137,0,0.457,0.52,16.422
1550,0.147,0,0.457,0.52,15.698
1551,0.158,0,0.457,0.52,16.341
1552,0.168,0,0.457,0.52,15.698
1553,0.179,0,0.457,0.52,15.134
1554,0.189,0,0.457,0.52,14.892
1555,0.2,0,0.457,0.52,15.134
1556,0.211,0,0.457,0.52,15.214
1557,0.221,0,0.457,0.52,15.295
1558,0.232,0,0.457,0.52,15.375
1559,0.242,0,0.457,0.52,15.456
1560,0.253,0,0.457,0.52,15.698
1561,0.263,0,0.457,0.52,16.341
1562,0.274,0,0.457,0.52,16.905
1563,0.284,0,0.457,0.52,17.307
1564,0.295,0,0.457,0.52,18.354
1565,0.305,0,0.457,0.52,19.883
1566,0.316,0,0.457,0.52,20.688
1567,0.326,0,0.457,0.52,22.137
1568,0.337,0,0.457,0.52,25.921
1569,0.347,0,0.457,0.52,27.692
1570,0.358,0,0.457,0.52,30.026
1571,0.368,0,0.457,0.52,31.073
1572,0.379,0,0.457,0.52,31.153
1573,0.389,0,0.457,0.52,31.556
1574,0.4,0,0.457,0.52,33.488
1575,0.411,0,0.457,0.52,33.246
1576,0.421,0,0.457,0.52,33.729
1577,0.432,0,0.457,0.52,34.374
1578,0.442,0,0.457,0.52,33.327
1579,0.453,0,0.457,0.52,33.729
1580,0.463,0,0.457,0.52,35.259
1581,0.474,0,0.457,0.52,36.145
1582,0.484,0,0.457,0.52,36.225
1583,0.495,0,0.457,0.52,33.327
1584,0.505,0,0.457,0.52,26.887
1585,0.516,0,0.457,0.52,24.472
1586,0.526,0,0.457,0.52,24.955
1587,0.537,0,0.457,0.52,24.794
1588,0.547,0,0.457,0.52,25.921
1589,0.558,0,0.457,0.52,27.853
1590,0.568,0,0.457,0.52,30.348
1591,0.579,0,0.457,0.52,30.188
1592,0.589,0,0.457,0.52,30.026
1593,0.6,0,0.457,0.52,30.429
1594,0.611,0,0.457,0.52,31.314
1595,0.621,0,0.457,0.52,30.67
1596,0.632,0,0.457,0.52,30.67
1597,0.642,0,0.457,0.52,31.395
1598,0.653,0,0.457,0.52,31.798
1599,0.663,0,0.457,0.52,31.798
1600,0.674,0,0.457,0.52,31.556
1601,0.684,0,0.457,0.52,31.395
1602,0.695,0,0.457,0.52,32.039
1603,0.705,0,0.457,0.52,31.234
1604,0.716,0,0.457,0.52,31.314
1605,0.726,0,0.457,0.52,31.476
1606,0.737,0,0.457,0.52,31.234
1607,0.747,0,0.457,0.52,30.59
1608,0.758,0,0.457,0.52,28.255
1609,0.768,0,0.457,0.52,26.243
1610,0.779,0,0.457,0.52,27.451
1611,0.789,0,0.457,0.52,27.934
1612,0.8,0,0.457,0.52,28.417
1613,0.811,0,0.457,0.52,28.014
1614,0.821,0,0.457,0.52,28.658
1615,0.832,0,0.457,0.52,28.658
1616,0.842,0,0.457,0.52,28.094
1617,0.853,0,0.457,0.52,28.014
1618,0.863,0,0.457,0.52,28.255
1619,0.874,0,0.457,0.52,27.692
1620,0.884,0,0.457,0.52,27.451
1621,0.895,0,0.457,0.52,26.323
1622,0.905,0,0.457,0.52,25.84
1623,0.916,0,0.457,0.52,24.875
1624,0.926,0,0.457,0.52,23.506
1625,0.937,0,0.457,0.52,23.023
1626,0.947,0,0.457,0.52,21.735
1627,0.958,0,0.457,0.52,20.85
1628,0.968,0,0.457,0.52,19.964
1629,0.979,0,0.457,0.52,21.091
1630,0.989,0,0.457,0.52,21.252
1631,1,0,0.457,0.52,22.299
1632,0,0,0.841,0.05,21.816
1633,0.011,0,0.841,0.05,22.057
1634,0.021,0,0.841,0.05,21.413
1635,0.032,0,0.841,0.05,20.205
1636,0.042,0,0.841,0.05,19.481
1637,0.053,0,0.841,0.05,18.515
1638,0.063,0,0.841,0.05,19.159
1639,0.074,0,0.841,0.05,20.205
1640,0.084,0,0.841,0.05,19.883
1641,0.095,0,0.841,0.05,19.562
1642,0.105,0,0.841,0.05,18.595
1643,0.116,0,0.841,0.05,19.481
1644,0.126,0,0.841,0.05,19.079
1645,0.137,0,0.841,0.05,18.112
1646,0.147,0,0.841,0.05,16.744
1647,0.158,0,0.841,0.05,16.905
1648,0.168,0,0.841,0.05,16.422
1649,0.179,0,0.841,0.05,16.583
1650,0.189,0,0.841,0.05,16.181
1651,0.2,0,0.841,0.05,15.698
1652,0.211,0,0.841,0.05,15.054
1653,0.221,0,0.841,0.05,16.503
1654,0.232,0,0.841,0.05,15.698
1655,0.242,0,0.841,0.05,15.778
1656,0.253,0,0.841,0.05,16.663
1657,0.263,0,0.841,0.05,17.307
1658,0.274,0,0.841,0.05,17.146
1659,0.284,0,0.841,0.05,19.481
1660,0.295,0,0.841,0.05,20.125
1661,0.305,0,0.841,0.05,20.93
1662,0.316,0,0.841,0.05,22.379
1663,0.326,0,0.841,0.05,23.747
1664,0.337,0,0.841,0.05,25.68
1665,0.347,0,0.841,0.05,29.06
1666,0.358,0,0.841,0.05,30.51
1667,0.368,0,0.841,0.05,32.119
1668,0.379,0,0.841,0.05,32.764
1669,0.389,0,0.841,0.05,33.005
1670,0.4,0,0.841,0.05,33.89
1671,0.411,0,0.841,0.05,33.569
1672,0.421,0,0.841,0.05,33.971
1673,0.432,0,0.841,0.05,34.776
1674,0.442,0,0.841,0.05,34.776
1675,0.453,0,0.841,0.05,36.306
1676,0.463,0,0.841,0.05,35.581
1677,0.474,0,0.841,0.05,36.306
1678,0.484,0,0.841,0.05,36.064
1679,0.495,0,0.841,0.05,33.569
1680,0.505,0,0.841,0.05,26.968
1681,0.516,0,0.841,0.05,24.069
1682,0.526,0,0.841,0.05,24.633
1683,0.537,0,0.841,0.05,25.196
1684,0.547,0,0.841,0.05,26.163
1685,0.558,0,0.841,0.05,29.141
1686,0.568,0,0.841,0.05,31.314
1687,0.579,0,0.841,0.05,32.924
1688,0.589,0,0.841,0.05,33.327
1689,0.6,0,0.841,0.05,32.683
1690,0.611,0,0.841,0.05,32.924
1691,0.621,0,0.841,0.05,32.441
1692,0.632,0,0.841,0.05,32.844
1693,0.642,0,0.841,0.05,31.395
1694,0.653,0,0.841,0.05,32.764
1695,0.663,0,0.841,0.05,32.039
1696,0.674,0,0.841,0.05,32.764
1697,0.684,0,0.841,0.05,31.395
1698,0.695,0,0.841,0.05,32.683
1699,0.705,0,0.841,0.05,32.28
1700,0.716,0,0.841,0.05,31.878
1701,0.726,0,0.841,0.05,31.958
1702,0.737,0,0.841,0.05,30.59
1703,0.747,0,0.841,0.05,29.382
1704,0.758,0,0.841,0.05,26.726
1705,0.768,0,0.841,0.05,26.806
1706,0.779,0,0.841,0.05,26.646
1707,0.789,0,0.841,0.05,27.289
1708,0.8,0,0.841,0.05,26.887
1709,0.811,0,0.841,0.05,28.417
1710,0.821,0,0.841,0.05,28.658
1711,0.832,0,0.841,0.05,29.705
1712,0.842,0,0.841,0.05,29.222
1713,0.853,0,0.841,0.05,29.06
1714,0.863,0,0.841,0.05,29.302
1715,0.874,0,0.841,0.05,28.98
1716,0.884,0,0.841,0.05,29.141
1717,0.895,0,0.841,0.05,27.048
1718,0.905,0,0.841,0.05,27.611
1719,0.916,0,0.841,0.05,25.921
1720,0.926,0,0.841,0.05,23.828
1721,0.937,0,0.841,0.05,23.023
1722,0.947,0,0.841,0.05,21.976
1723,0.958,0,0.841,0.05,21.333
1724,0.968,0,0.841,0.05,18.998
1725,0.979,0,0.841,0.05,20.366
1726,0.989,0,0.841,0.05,21.171
1727,1,0,0.841,0.05,22.299
1728,0,1,0.833,0.49,23.506
1729,0.011,1,0.833,0.49,21.976
1730,0.021,1,0.833,0.49,22.218
1731,0.032,1,0.833,0.49,19.964
1732,0.042,1,0.833,0.49,20.688
1733,0.053,1,0.833,0.49,22.299
1734,0.063,1,0.833,0.49,20.608
1735,0.074,1,0.833,0.49,21.896
1736,0.084,1,0.833,0.49,20.125
1737,0.095,1,0.833,0.49,21.413
1738,0.105,1,0.833,0.49,20.608
1739,0.116,1,0.833,0.49,20.93
1740,0.126,1,0.833,0.49,19.722
1741,0.137,1,0.833,0.49,20.286
1742,0.147,1,0.833,0.49,20.125
1743,0.158,1,0.833,0.49,19.24
1744,0.168,1,0.833,0.49,18.032
1745,0.179,1,0.833,0.49,17.388
1746,0.189,1,0.833,0.49,17.871
1747,0.2,1,0.833,0.49,16.503
1748,0.211,1,0.833,0.49,17.549
1749,0.221,1,0.833,0.49,17.227
1750,0.232,1,0.833,0.49,16.824
1751,0.242,1,0.833,0.49,17.146
1752,0.253,1,0.833,0.49,16.986
1753,0.263,1,0.833,0.49,17.307
1754,0.274,1,0.833,0.49,18.193
1755,0.284,1,0.833,0.49,19.24
1756,0.295,1,0.833,0.49,20.045
1757,0.305,1,0.833,0.49,21.01
1758,0.316,1,0.833,0.49,22.057
1759,0.326,1,0.833,0.49,23.264
1760,0.337,1,0.833,0.49,26.082
1761,0.347,1,0.833,0.49,30.751
1762,0.358,1,0.833,0.49,31.717
1763,0.368,1,0.833,0.49,32.441
1764,0.379,1,0.833,0.49,33.246
1765,0.389,1,0.833,0.49,33.649
1766,0.4,1,0.833,0.49,33.166
1767,0.411,1,0.833,0.49,34.937
1768,0.421,1,0.833,0.49,35.34
1769,0.432,1,0.833,0.49,34.695
1770,0.442,1,0.833,0.49,35.661
1771,0.453,1,0.833,0.49,35.742
1772,0.463,1,0.833,0.49,35.42
1773,0.474,1,0.833,0.49,37.432
1774,0.484,1,0.833,0.49,37.835
1775,0.495,1,0.833,0.49,34.615
1776,0.505,1,0.833,0.49,28.094
1777,0.516,1,0.833,0.49,25.68
1778,0.526,1,0.833,0.49,25.116
1779,0.537,1,0.833,0.49,25.518
1780,0.547,1,0.833,0.49,27.048
1781,0.558,1,0.833,0.49,28.175
1782,0.568,1,0.833,0.49,30.268
1783,0.579,1,0.833,0.49,31.234
1784,0.589,1,0.833,0.49,31.798
1785,0.6,1,0.833,0.49,32.2
1786,0.611,1,0.833,0.49,32.28
1787,0.621,1,0.833,0.49,31.958
1788,0.632,1,0.833,0.49,31.636
1789,0.642,1,0.833,0.49,32.361
1790,0.653,1,0.833,0.49,32.522
1791,0.663,1,0.833,0.49,33.085
1792,0.674,1,0.833,0.49,32.28
1793,0.684,1,0.833,0.49,31.878
1794,0.695,1,0.833,0.49,32.924
1795,0.705,1,0.833,0.49,32.28
1796,0.716,1,0.833,0.49,30.993
1797,0.726,1,0.833,0.49,31.314
1798,0.737,1,0.833,0.49,32.28
1799,0.747,1,0.833,0.49,29.785
1800,0.758,1,0.833,0.49,28.98
1801,0.768,1,0.833,0.49,27.531
1802,0.779,1,0.833,0.49,28.255
1803,0.789,1,0.833,0.49,28.336
1804,0.8,1,0.833,0.49,27.531
1805,0.811,1,0.833,0.49,28.255
1806,0.821,1,0.833,0.49,29.141
1807,0.832,1,0.833,0.49,29.382
1808,0.842,1,0.833,0.49,28.739
1809,0.853,1,0.833,0.49,28.739
1810,0.863,1,0.833,0.49,29.141
1811,0.874,1,0.833,0.49,27.611
1812,0.884,1,0.833,0.49,26.082
1813,0.895,1,0.833,0.49,25.84
1814,0.905,1,0.833,0.49,25.599
1815,0.916,1,0.833,0.49,23.909
1816,0.926,1,0.833,0.49,23.909
1817,0.937,1,0.833,0.49,22.137
1818,0.947,1,0.833,0.49,21.01
1819,0.958,1,0.833,0.49,20.688
1820,0.968,1,0.833,0.49,20.447
1821,0.979,1,0.833,0.49,20.447
1822,0.989,1,0.833,0.49,19.964
1823,1,1,0.833,0.49,21.333
1824,0,1,0.928,0.72,21.091
1825,0.011,1,0.928,0.72,21.252
1826,0.021,1,0.928,0.72,20.447
1827,0.032,1,0.928,0.72,19.883
1828,0.042,1,0.928,0.72,20.608
1829,0.053,1,0.928,0.72,21.413
1830,0.063,1,0.928,0.72,19.159
1831,0.074,1,0.928,0.72,19.24
1832,0.084,1,0.928,0.72,19.481
1833,0.095,1,0.928,0.72,19.079
1834,0.105,1,0.928,0.72,18.998
1835,0.116,1,0.928,0.72,19.4
1836,0.126,1,0.928,0.72,19.481
1837,0.137,1,0.928,0.72,18.193
1838,0.147,1,0.928,0.72,18.434
1839,0.158,1,0.928,0.72,17.469
1840,0.168,1,0.928,0.72,16.824
1841,0.179,1,0.928,0.72,16.503
1842,0.189,1,0.928,0.72,16.261
1843,0.2,1,0.928,0.72,16.583
1844,0.211,1,0.928,0.72,16.1
1845,0.221,1,0.928,0.72,16.583
1846,0.232,1,0.928,0.72,15.456
1847,0.242,1,0.928,0.72,16.02
1848,0.253,1,0.928,0.72,16.583
1849,0.263,1,0.928,0.72,17.791
1850,0.274,1,0.928,0.72,17.469
1851,0.284,1,0.928,0.72,18.676
1852,0.295,1,0.928,0.72,19.079
1853,0.305,1,0.928,0.72,19.803
1854,0.316,1,0.928,0.72,20.769
1855,0.326,1,0.928,0.72,21.574
1856,0.337,1,0.928,0.72,24.794
1857,0.347,1,0.928,0.72,28.094
1858,0.358,1,0.928,0.72,30.268
1859,0.368,1,0.928,0.72,30.59
1860,0.379,1,0.928,0.72,30.993
1861,0.389,1,0.928,0.72,31.878
1862,0.4,1,0.928,0.72,30.831
1863,0.411,1,0.928,0.72,32.039
1864,0.421,1,0.928,0.72,31.798
1865,0.432,1,0.928,0.72,32.28
1866,0.442,1,0.928,0.72,32.603
1867,0.453,1,0.928,0.72,32.603
1868,0.463,1,0.928,0.72,34.293
1869,0.474,1,0.928,0.72,34.213
1870,0.484,1,0.928,0.72,35.259
1871,0.495,1,0.928,0.72,33.408
1872,0.505,1,0.928,0.72,27.289
1873,0.516,1,0.928,0.72,23.184
1874,0.526,1,0.928,0.72,23.828
1875,0.537,1,0.928,0.72,23.345
1876,0.547,1,0.928,0.72,23.506
1877,0.558,1,0.928,0.72,26.887
1878,0.568,1,0.928,0.72,28.658
1879,0.579,1,0.928,0.72,29.382
1880,0.589,1,0.928,0.72,30.107
1881,0.6,1,0.928,0.72,30.831
1882,0.611,1,0.928,0.72,30.993
1883,0.621,1,0.928,0.72,30.993
1884,0.632,1,0.928,0.72,29.222
1885,0.642,1,0.928,0.72,30.107
1886,0.653,1,0.928,0.72,29.543
1887,0.663,1,0.928,0.72,28.658
1888,0.674,1,0.928,0.72,28.417
1889,0.684,1,0.928,0.72,29.543
1890,0.695,1,0.928,0.72,29.06
1891,0.705,1,0.928,0.72,28.819
1892,0.716,1,0.928,0.72,29.463
1893,0.726,1,0.928,0.72,29.06
1894,0.737,1,0.928,0.72,29.222
1895,0.747,1,0.928,0.72,28.417
1896,0.758,1,0.928,0.72,25.599
1897,0.768,1,0.928,0.72,25.438
1898,0.779,1,0.928,0.72,25.518
1899,0.789,1,0.928,0.72,25.116
1900,0.8,1,0.928,0.72,24.311
1901,0.811,1,0.928,0.72,24.713
1902,0.821,1,0.928,0.72,25.358
1903,0.832,1,0.928,0.72,25.518
1904,0.842,1,0.928,0.72,26.243
1905,0.853,1,0.928,0.72,26.968
1906,0.863,1,0.928,0.72,26.726
1907,0.874,1,0.928,0.72,25.68
1908,0.884,1,0.928,0.72,24.713
1909,0.895,1,0.928,0.72,23.989
1910,0.905,1,0.928,0.72,22.54
1911,0.916,1,0.928,0.72,22.218
1912,0.926,1,0.928,0.72,20.93
1913,0.937,1,0.928,0.72,20.608
1914,0.947,1,0.928,0.72,18.998
1915,0.958,1,0.928,0.72,18.676
1916,0.968,1,0.928,0.72,18.434
1917,0.979,1,0.928,0.72,19.4
1918,0.989,1,0.928,0.72,19.642
1919,1,1,0.928,0.72,20.045
1920,0,0,0.645,0.64,19.964
1921,0.011,0,0.645,0.64,18.354
1922,0.021,0,0.645,0.64,18.274
1923,0.032,0,0.645,0.64,18.354
1924,0.042,0,0.645,0.64,17.71
1925,0.053,0,0.645,0.64,18.757
1926,0.063,0,0.645,0.64,18.032
1927,0.074,0,0.645,0.64,18.193
1928,0.084,0,0.645,0.64,15.939
1929,0.095,0,0.645,0.64,17.146
1930,0.105,0,0.645,0.64,18.032
1931,0.116,0,0.645,0.64,16.181
1932,0.126,0,0.645,0.64,15.456
1933,0.137,0,0.645,0.64,16.1
1934,0.147,0,0.645,0.64,15.617
1935,0.158,0,0.645,0.64,15.939
1936,0.168,0,0.645,0.64,15.375
1937,0.179,0,0.645,0.64,15.054
1938,0.189,0,0.645,0.64,15.054
1939,0.2,0,0.645,0.64,15.939
1940,0.211,0,0.645,0.64,15.858
1941,0.221,0,0.645,0.64,15.375
1942,0.232,0,0.645,0.64,14.812
1943,0.242,0,0.645,0.64,15.617
1944,0.253,0,0.645,0.64,15.456
1945,0.263,0,0.645,0.64,17.227
1946,0.274,0,0.645,0.64,17.146
1947,0.284,0,0.645,0.64,18.032
1948,0.295,0,0.645,0.64,19.24
1949,0.305,0,0.645,0.64,19.722
1950,0.316,0,0.645,0.64,19.883
1951,0.326,0,0.645,0.64,21.091
1952,0.337,0,0.645,0.64,25.358
1953,0.347,0,0.645,0.64,27.772
1954,0.358,0,0.645,0.64,29.382
1955,0.368,0,0.645,0.64,31.153
1956,0.379,0,0.645,0.64,31.878
1957,0.389,0,0.645,0.64,32.28
1958,0.4,0,0.645,0.64,33.971
1959,0.411,0,0.645,0.64,33.81
1960,0.421,0,0.645,0.64,34.374
1961,0.432,0,0.645,0.64,34.132
1962,0.442,0,0.645,0.64,34.856
1963,0.453,0,0.645,0.64,35.34
1964,0.463,0,0.645,0.64,35.5
1965,0.474,0,0.645,0.64,36.145
1966,0.484,0,0.645,0.64,36.547
1967,0.495,0,0.645,0.64,36.225
1968,0.505,0,0.645,0.64,29.302
1969,0.516,0,0.645,0.64,26.163
1970,0.526,0,0.645,0.64,27.209
1971,0.537,0,0.645,0.64,26.323
1972,0.547,0,0.645,0.64,27.611
1973,0.558,0,0.645,0.64,29.463
1974,0.568,0,0.645,0.64,31.878
1975,0.579,0,0.645,0.64,32.844
1976,0.589,0,0.645,0.64,32.603
1977,0.6,0,0.645,0.64,32.683
1978,0.611,0,0.645,0.64,33.166
1979,0.621,0,0.645,0.64,33.085
1980,0.632,0,0.645,0.64,32.844
1981,0.642,0,0.645,0.64,32.683
1982,0.653,0,0.645,0.64,32.2
1983,0.663,0,0.645,0.64,32.2
1984,0.674,0,0.645,0.64,32.844
1985,0.684,0,0.645,0.64,32.603
1986,0.695,0,0.645,0.64,33.569
1987,0.705,0,0.645,0.64,34.132
1988,0.716,0,0.645,0.64,34.454
1989,0.726,0,0.645,0.64,34.132
1990,0.737,0,0.645,0.64,33.649
1991,0.747,0,0.645,0.64,33.085
1992,0.758,0,0.645,0.64,31.314
1993,0.768,0,0.645,0.64,30.348
1994,0.779,0,0.645,0.64,30.188
1995,0.789,0,0.645,0.64,29.463
1996,0.8,0,0.645,0.64,29.382
1997,0.811,0,0.645,0.64,30.59
1998,0.821,0,0.645,0.64,30.831
1999,0.832,0,0.645,0.64,30.107
2000,0.842,0,0.645,0.64,29.865
2001,0.853,0,0.645,0.64,29.141
2002,0.863,0,0.645,0.64,28.98
2003,0.874,0,0.645,0.64,27.531
2004,0.884,0,0.645,0.64,27.128
2005,0.895,0,0.645,0.64,26.646
2006,0.905,0,0.645,0.64,25.438
2007,0.916,0,0.645,0.64,24.955
2008,0.926,0,0.645,0.64,22.942
2009,0.937,0,0.645,0.64,22.701
2010,0.947,0,0.645,0.64,20.528
2011,0.958,0,0.645,0.64,19.803
2012,0.968,0,0.645,0.64,20.045
2013,0.979,0,0.645,0.64,20.769
2014,0.989,0,0.645,0.64,22.54
2015,1,0,0.645,0.64,22.299
2016,0,0,0.246,0.53,21.654
2017,0.011,0,0.246,0.53,21.171
2018,0.021,0,0.246,0.53,21.091
2019,0.032,0,0.246,0.53,21.01
2020,0.042,0,0.246,0.53,20.85
2021,0.053,0,0.246,0.53,20.205
2022,0.063,0,0.246,0.53,19.964
2023,0.074,0,0.246,0.53,19.722
2024,0.084,0,0.246,0.53,19.4
2025,0.095,0,0.246,0.53,19.964
2026,0.105,0,0.246,0.53,19.079
2027,0.116,0,0.246,0.53,20.205
2028,0.126,0,0.246,0.53,18.434
2029,0.137,0,0.246,0.53,18.757
2030,0.147,0,0.246,0.53,16.986
2031,0.158,0,0.246,0.53,16.905
2032,0.168,0,0.246,0.53,17.307
2033,0.179,0,0.246,0.53,17.388
2034,0.189,0,0.246,0.53,17.307
2035,0.2,0,0.246,0.53,17.388
2036,0.211,0,0.246,0.53,17.146
2037,0.221,0,0.246,0.53,16.663
2038,0.232,0,0.246,0.53,17.791
2039,0.242,0,0.246,0.53,17.227
2040,0.253,0,0.246,0.53,16.261
2041,0.263,0,0.246,0.53,17.791
2042,0.274,0,0.246,0.53,18.112
2043,0.284,0,0.246,0.53,19.24
2044,0.295,0,0.246,0.53,19.883
2045,0.305,0,0.246,0.53,20.608
2046,0.316,0,0.246,0.53,21.252
2047,0.326,0,0.246,0.53,22.942
2048,0.337,0,0.246,0.53,24.392
2049,0.347,0,0.246,0.53,27.611
2050,0.358,0,0.246,0.53,29.865
2051,0.368,0,0.246,0.53,31.958
2052,0.379,0,0.246,0.53,32.924
2053,0.389,0,0.246,0.53,32.924
2054,0.4,0,0.246,0.53,33.166
2055,0.411,0,0.246,0.53,33.649
2056,0.421,0,0.246,0.53,33.327
2057,0.432,0,0.246,0.53,34.213
2058,0.442,0,0.246,0.53,33.81
2059,0.453,0,0.246,0.53,33.971
2060,0.463,0,0.246,0.53,35.581
2061,0.474,0,0.246,0.53,36.869
2062,0.484,0,0.246,0.53,36.95
2063,0.495,0,0.246,0.53,34.213
2064,0.505,0,0.246,0.53,26.484
2065,0.516,0,0.246,0.53,24.069
2066,0.526,0,0.246,0.53,24.472
2067,0.537,0,0.246,0.53,24.15
2068,0.547,0,0.246,0.53,25.921
2069,0.558,0,0.246,0.53,27.209
2070,0.568,0,0.246,0.53,29.222
2071,0.579,0,0.246,0.53,31.153
2072,0.589,0,0.246,0.53,32.28
2073,0.6,0,0.246,0.53,31.556
2074,0.611,0,0.246,0.53,32.039
2075,0.621,0,0.246,0.53,32.119
2076,0.632,0,0.246,0.53,31.878
2077,0.642,0,0.246,0.53,32.039
2078,0.653,0,0.246,0.53,31.878
2079,0.663,0,0.246,0.53,32.522
2080,0.674,0,0.246,0.53,32.441
2081,0.684,0,0.246,0.53,31.798
2082,0.695,0,0.246,0.53,32.764
2083,0.705,0,0.246,0.53,32.924
2084,0.716,0,0.246,0.53,33.569
2085,0.726,0,0.246,0.53,31.958
2086,0.737,0,0.246,0.53,31.798
